report_date,report_clock_utc,origin,as_of_utc,quarter,quarters_ahead,realised,cnb,known_months,forecast_months,model,forecast,complete
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,CORE_LEVEL_RIDGE_EXT_R14B,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,CORE_LOCAL_EXT_R14B,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,CORE_LOCAL_R14,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,FOOD_STABLE_PIPELINE_R14B,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,FUEL_CONSTANT_PUMP_R14,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,STABLE_LOCAL_CORE_R14B,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,STABLE_LONG_CORE_R14B,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,STABLE_LONG_GAP_R14B,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,STABLE_PIPELINE_R14B,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,CNB,1.99303356,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q4,8,7.563594181986659,2.0302141,0,3,INDEPENDENT_BRIDGE,,False
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2023Q4,8,7.563594181986659,2.0302141,0,3,CORE_GAP_ADAPT_EXT_R14B,,False
