run_ts,origin,as_of,spec,target,h,mm,index,yoy,naive_mm,naive_yoy,blk_core,note,blk_food,blk_admin,blk_alc,blk_fuel,blk_wedge,yoy_rmse_all,yoy_rmse_2024p,h0_past_full,h0_past_half,engine,trend_mm,trend_yoy,target_mm,target_yoy,h0_no_survey,trend_variant,target_variant
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2026-12,3,-0.1356745285701944,159.35854956744012,2.679477814072251,-0.1007038958122286,2.70899963182496,0.1214186113558424,,-0.1390766408344887,0.0,-0.0595621737622704,-0.0573045325397891,-0.0011497927894885,1.6107823445807217,0.5066481472843699,-0.39,-0.383,F1b,0.0551239174165766,2.4886539036454547,0.0309240554496023,2.4158111656246595,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-01,4,1.129049603222663,161.1577866390327,2.976221494589581,2.8193305106029327,4.727478207501723,0.2969618190702505,January: administered block = seasonal median only (no announcement entry yet; ERU decisions due end-Nov),0.4803386746202746,0.1062453529367746,0.2795888306661416,-0.0156953762743978,-0.0183896977963806,1.956315674734112,0.5538080815824035,-0.39,-0.383,F1b,1.5256643025204772,3.1879546163072536,1.498193992481187,3.086714617235176,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-02,5,0.2364526484978352,161.5388484938012,3.28570875562737,0.4593586751589029,5.275821859680008,0.2180019169179731,,-0.0121419211128326,0.0081727194566749,-0.0325969426820201,0.035075203431362,0.0199416724866779,2.350057775240923,0.6502203639977296,-0.39,-0.383,F1b,0.1985857497207432,3.458979163509923,0.1678781290482005,3.325797538858577,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-03,6,0.0950596873143244,161.69240681807054,2.7923755995362454,0.5146429716743395,5.212175569743205,-0.0099416276737665,,0.017025540149648,0.0163454389133499,0.0506823415731675,0.0421837966430545,-0.021235802291129,2.7203162171935347,0.7823716999702757,-0.39,-0.383,F1b,0.1112736248884019,2.9814971963890717,0.0775105677712633,2.8142438828058225,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-04,7,0.3766240739882915,162.30137934795846,2.722391992378781,0.5139306130685739,5.284367672696444,0.2186099558988514,,0.0993565147798395,0.0163454389133499,0.0111964957398784,0.0315616036970611,-0.0004459350406889,3.264592689272411,0.9858513900674496,-0.39,-0.383,F1b,0.2082822908131021,2.7387919963918206,0.1716610263221511,2.5344477987544467,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-05,8,0.3679396160114078,162.89855041991254,2.9049592039877004,0.5483043792026132,5.661024273274373,0.1182786651392419,,0.2057697999893145,0.0326908778266999,0.0594418805838843,-0.0375799513320116,-0.0106616561957211,3.6512713988349024,1.1507675803515902,-0.39,-0.383,F1b,0.2530600844009761,2.803586187495944,0.2137697113363289,2.558903296966464,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-06,9,0.2650102526090631,163.33024827987683,3.504593333255279,0.3193793163126601,6.334347113382877,0.1896437107890223,,0.0196225296058691,0.0163454389133499,0.0208033215766809,0.0236447696628454,-0.0050495179387047,4.278319676045719,1.3427830380114891,-0.39,-0.383,F1b,0.2268793894561117,3.363305507077552,0.1850973310324219,3.074303430293712,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-07,10,0.5324653387034072,164.1999252395854,3.400456699990806,0.7104805226614408,6.4154627197662295,0.4604381996709229,,-0.0006772787144198,0.0081727194566749,0.0121520228515856,0.0534666123115053,-0.0010869368728617,4.911253486864439,1.5388499813528962,-0.39,-0.383,F1b,0.4464629068206579,3.170975859905023,0.4023549442951246,2.837333855546253,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-08,11,0.1560432633137156,164.45614816128793,3.2520499969160177,0.3309428023194982,6.448292157719138,0.1181197778690675,,0.010847267382151,0.0081727194566749,0.0185224219069863,-0.0073279217703349,0.0077089984691706,5.457770236586333,1.663503166645067,-0.39,-0.383,F1b,-0.0049043592798112,2.8573439527182165,-0.0511834470801479,2.4772663641013715,-0.366,F2_D1_fixed,E1_ML
2026-09-08T08:35:06,2026-09,2026-09-08T09:34:51,v2.7.3-nosurvey-column-2026-09-08,2027-09,12,-0.355303164118542,163.8718302632834,3.272463936019787,-0.1472828706596463,6.448292157719138,-0.2778133031845564,,-0.0916798528416364,0.0245181583700249,0.0365966332332601,-0.0184511930684388,-0.0284736066271954,5.931290109638816,1.6823045012337683,-0.39,-0.383,F1b,-0.3296876035889342,2.904126514755601,-0.3779933326713175,2.474187332237121,-0.366,F2_D1_fixed,E1_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2026-09,0,-0.375,158.6791135,2.1758618802317997,-0.1472828706596463,2.4094096238227003,,,,,,,,0.4698811118556693,0.21245577538114538,-0.39,-0.383,F1b,-0.375,2.1758618802317997,-0.375,2.1758618802317997,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2026-10,1,0.43863647299307257,159.37513796683308,2.0981024771512313,0.09803670413460974,1.9844538741836892,0.23930794199457098,,0.21507211628195405,-0.008172719456674976,0.011494558542197678,0.008355325509686005,-0.02742074987866119,0.925459116284548,0.35186172430274,-0.39,-0.383,F1b,0.13250780219179017,1.7869158909905591,0.19987140557791921,1.8553924884759931,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2026-11,2,0.12543631524759846,159.57505226731945,2.55466084017959,0.23073391349818895,2.548236282771743,0.049207232833950405,,0.07856206465237253,0.008172719456674976,-0.005139468970304254,-0.00939184753035346,0.0040256148052582735,1.3318558529603457,0.4820945405414724,-0.39,-0.383,F1b,0.053736782632587826,2.1688674449136025,0.028857416442198386,2.212178592288816,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2026-12,3,-0.1356745285701944,159.35854956744012,2.679477814072251,-0.1007038958122286,2.70899963182496,0.12141861135584242,,-0.13907664083448873,0.0,-0.059562173762270416,-0.05730453253978914,-0.0011497927894885051,1.6107823445807217,0.5066481472843699,-0.39,-0.383,F1b,0.055123917416576684,2.4886539036454547,0.09279424135026096,2.5707035090326125,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-01,4,1.129049603222663,161.1577866390327,2.9762214945895815,2.8193305106029327,4.727478207501723,0.2969618190702505,January: administered block = seasonal median only (no announcement entry yet; ERU decisions due end-Nov),0.48033867462027463,0.10624535293677469,0.2795888306661416,-0.015695376274397852,-0.01838969779638068,1.956315674734112,0.5538080815824035,-0.39,-0.383,F1b,1.5256643025204772,3.1879546163072536,1.317687695371708,3.0590130062931653,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-02,5,0.23645264849783523,161.5388484938012,3.28570875562737,0.45935867515890294,5.275821859680008,0.21800191691797313,,-0.012141921112832622,0.008172719456674976,-0.03259694268202019,0.035075203431362015,0.019941672486677914,2.350057775240923,0.6502203639977296,-0.39,-0.383,F1b,0.19858574972074328,3.458979163509923,0.18367776000390487,3.31432503601925,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-03,6,0.09505968731432443,161.69240681807054,2.7923755995362454,0.5146429716743395,5.212175569743205,-0.009941627673766544,,0.01702554014964803,0.01634543891334995,0.05068234157316754,0.04218379664305451,-0.02123580229112904,2.7203162171935347,0.7823716999702757,-0.39,-0.383,F1b,0.1112736248884019,2.9814971963890713,0.08699948223346538,2.812575496184544,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-04,7,0.3766240739882915,162.30137934795846,2.722391992378781,0.5139306130685739,5.284367672696444,0.2186099558988514,,0.09935651477983955,0.01634543891334995,0.011196495739878465,0.031561603697061125,-0.0004459350406889638,3.264592689272411,0.9858513900674495,-0.39,-0.383,F1b,0.20828229081310212,2.7387919963918206,0.12893071614624496,2.48904645605863,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-05,8,0.36793961601140784,162.89855041991254,2.9049592039877004,0.5483043792026132,5.661024273274373,0.1182786651392419,,0.2057697999893145,0.0326908778266999,0.05944188058388438,-0.03757995133201167,-0.010661656195721172,3.6512713988349024,1.1507675803515902,-0.39,-0.383,F1b,0.25306008440097616,2.8035861874959433,0.17740546720442824,2.476292389043988,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-06,9,0.2650102526090631,163.33024827987683,3.504593333255279,0.31937931631266014,6.334347113382877,0.18964371078902234,,0.019622529605869188,0.01634543891334995,0.020803321576680946,0.023644769662845445,-0.005049517938704762,4.278319676045719,1.3427830380114891,-0.39,-0.383,F1b,0.2268793894561117,3.363305507077552,0.1848740905441858,2.991047875570385,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-07,10,0.5324653387034072,164.1999252395854,3.400456699990806,0.7104805226614408,6.4154627197662295,0.4604381996709229,,-0.0006772787144198834,0.008172719456674976,0.012152022851585662,0.05346661231150532,-0.0010869368728617373,4.911253486864439,1.5388499813528962,-0.39,-0.383,F1b,0.4464629068206579,3.170975859905023,0.4294632101169584,2.7820129808978855,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-08,11,0.15604326331371562,164.45614816128793,3.2520499969160177,0.33094280231949824,6.448292157719138,0.11811977786906755,,0.010847267382151088,0.008172719456674976,0.018522421906986303,-0.007327921770334966,0.007708998469170669,5.457770236586333,1.663503166645067,-0.39,-0.383,F1b,-0.004904359279811282,2.8573439527182165,-0.022680053302602532,2.451347921802949,-0.366,F2_D1_fixed,E7_ML
2026-09-08T09:51:00,2026-09,2026-09-08T10:50:51,v2.7.3-nosurvey-column-2026-09-08,2027-09,12,-0.35530316411854207,163.8718302632834,3.272463936019787,-0.1472828706596463,6.448292157719138,-0.27781330318455644,,-0.09167985284163647,0.024518158370024933,0.036596633233260144,-0.01845119306843885,-0.028473606627195416,5.931290109638816,1.6823045012337683,-0.39,-0.383,F1b,-0.32968760358893423,2.9041265147556006,-0.32324989665782977,2.5045661686536214,-0.366,F2_D1_fixed,E7_ML
