origin,model,actual,consensus,forecast,error,surprise,deviation,gain,big,alert,capture_ratio
2020-07,HARD_BASE,0.4,0.2,0.4869502977384474,0.08695029773844737,0.2,0.2869502977384474,0.11304970226155264,False,True,
2020-08,HARD_BASE,0.0,0.0,0.03313375648649175,0.03313375648649175,0.0,0.03313375648649175,-0.03313375648649175,False,False,
2020-09,HARD_BASE,-0.6,-0.3,-0.3793055312609125,0.2206944687390875,-0.3,-0.0793055312609125,0.0793055312609125,False,False,
2020-10,HARD_BASE,0.2,0.2,0.1835507038734855,-0.016449296126514523,0.0,-0.016449296126514523,-0.016449296126514523,False,False,
2020-11,HARD_BASE,0.0,0.1,0.1331935220806632,0.1331935220806632,-0.1,0.0331935220806632,-0.0331935220806632,False,False,
2020-12,HARD_BASE,-0.2,0.1,0.17439862975000198,0.374398629750002,-0.30000000000000004,0.07439862975000197,-0.07439862975000194,False,False,
2021-01,HARD_BASE,1.3,0.9,0.8285790522695597,-0.4714209477304403,0.4,-0.07142094773044028,-0.07142094773044028,True,False,-0.1785523693261007
2021-02,HARD_BASE,0.2,0.3,0.4287738547440542,0.2287738547440542,-0.09999999999999998,0.12877385474405423,-0.12877385474405423,False,False,
2021-03,HARD_BASE,0.2,0.3,0.15191007441957335,-0.04808992558042666,-0.09999999999999998,-0.14808992558042663,0.05191007441957332,False,False,
2021-04,HARD_BASE,0.5,0.2,0.256026468736474,-0.243973531263526,0.3,0.05602646873647399,0.05602646873647399,False,False,
2021-05,HARD_BASE,0.2,0.4,0.5680138323904842,0.3680138323904842,-0.2,0.16801383239048417,-0.16801383239048417,False,False,
2021-06,HARD_BASE,0.5,0.4,0.3296679179291987,-0.1703320820708013,0.09999999999999998,-0.07033208207080133,-0.07033208207080133,False,False,
2021-07,HARD_BASE,1.0,0.5,0.6445519678863136,-0.35544803211368636,0.5,0.14455196788631364,0.14455196788631364,True,False,0.2891039357726273
2021-08,HARD_BASE,0.7,0.2,0.22450335235865432,-0.47549664764134564,0.49999999999999994,0.024503352358654307,0.024503352358654307,True,False,0.04900670471730862
2021-09,HARD_BASE,0.2,-0.2,-0.12400009742970602,-0.32400009742970604,0.4,0.07599990257029399,0.07599990257029399,True,False,0.18999975642573497
2021-10,HARD_BASE,1.0,0.7,0.7237052274417968,-0.2762947725582032,0.30000000000000004,0.023705227441796817,0.023705227441796817,False,False,
2021-11,HARD_BASE,0.2,0.3,0.6823484514284204,0.48234845142842037,-0.09999999999999998,0.3823484514284204,-0.3823484514284204,False,True,
2021-12,HARD_BASE,0.4,0.3,0.7709389674170302,0.37093896741703014,0.10000000000000003,0.4709389674170302,-0.2709389674170301,False,True,
2022-01,HARD_BASE,4.4,3.8,4.378137226971534,-0.02186277302846662,0.6000000000000005,0.5781372269715339,0.5781372269715339,True,True,0.9635620449525557
2022-02,HARD_BASE,1.3,0.6,0.8664254070284128,-0.4335745929715873,0.7000000000000001,0.2664254070284128,0.2664254070284128,True,True,0.3806077243263039
2022-03,HARD_BASE,1.7,1.4,0.9740717773895649,-0.7259282226104351,0.30000000000000004,-0.42592822261043506,-0.42592822261043506,False,True,
2022-04,HARD_BASE,1.8,0.9,0.7418585559133414,-1.0581414440866586,0.9,-0.15814144408665864,-0.15814144408665853,True,False,-0.17571271565184293
2022-05,HARD_BASE,1.8,1.4,1.8273429935590184,0.02734299355901837,0.40000000000000013,0.4273429935590185,0.37265700644098176,True,True,1.0683574838975458
2022-06,HARD_BASE,1.6,1.5,1.3932606931984495,-0.20673930680155062,0.10000000000000009,-0.10673930680155053,-0.10673930680155053,False,False,
2022-07,HARD_BASE,1.3,1.6,1.4018402902822626,0.1018402902822626,-0.30000000000000004,-0.19815970971773744,0.19815970971773744,False,False,
2022-08,HARD_BASE,0.4,0.8,0.6308526564677204,0.23085265646772035,-0.4,-0.16914734353227967,0.16914734353227967,True,False,0.4228683588306992
2022-09,HARD_BASE,0.8,0.2,0.16209244464284336,-0.6379075553571567,0.6000000000000001,-0.03790755535715665,-0.03790755535715662,True,False,-0.0631792589285944
2022-10,HARD_BASE,-1.4,0.9,1.1729476113272232,2.572947611327223,-2.3,0.2729476113272232,-0.27294761132722334,True,True,-0.11867287449009706
2022-11,HARD_BASE,1.2,0.7,0.7585158740889214,-0.44148412591107855,0.5,0.05851587408892145,0.05851587408892145,True,False,0.1170317481778429
2022-12,HARD_BASE,0.0,0.4,0.047475065722731635,0.047475065722731635,-0.4,-0.3525249342772684,0.3525249342772684,True,True,0.8813123356931709
2023-01,HARD_BASE,6.0,5.8,4.873148431243555,-1.1268515687564449,0.20000000000000018,-0.9268515687564447,-0.9268515687564447,False,True,
2023-02,HARD_BASE,0.6,0.5,0.5313152061494304,-0.06868479385056958,0.09999999999999998,0.0313152061494304,0.0313152061494304,False,False,
2023-03,HARD_BASE,0.1,0.1,0.2926338566146489,0.1926338566146489,0.0,0.1926338566146489,-0.1926338566146489,False,False,
2023-04,HARD_BASE,-0.2,0.4,0.5640927888903151,0.7640927888903151,-0.6000000000000001,0.1640927888903151,-0.16409278889031498,True,False,-0.27348798148385844
2023-05,HARD_BASE,0.3,0.1,0.22898268041677386,-0.07101731958322613,0.19999999999999998,0.12898268041677385,0.12898268041677385,False,False,
2023-06,HARD_BASE,0.3,0.3,0.035044079040744636,-0.26495592095925535,0.0,-0.26495592095925535,-0.26495592095925535,False,True,
2023-07,HARD_BASE,0.5,0.4,0.38617514341012105,-0.11382485658987895,0.09999999999999998,-0.013824856589878975,-0.013824856589878975,False,False,
2023-08,HARD_BASE,0.2,0.1,0.4746143904367312,0.2746143904367312,0.1,0.37461439043673117,-0.1746143904367312,False,True,
2023-09,HARD_BASE,-0.7,-0.2,-0.24889839959904397,0.451101600400956,-0.49999999999999994,-0.04889839959904396,0.04889839959904396,True,False,0.09779679919808794
2023-10,HARD_BASE,0.1,0.0,0.29059742738357847,0.19059742738357846,0.1,0.29059742738357847,-0.09059742738357845,False,True,
2023-11,HARD_BASE,0.1,-0.1,0.05849249293244713,-0.04150750706755288,0.2,0.15849249293244713,0.15849249293244713,False,False,
2023-12,HARD_BASE,-0.4,0.0,-0.13307024110083232,0.2669297588991677,-0.4,-0.13307024110083232,0.13307024110083232,True,False,0.3326756027520808
2024-01,HARD_BASE,1.5,2.0,0.9319165376518567,-0.5680834623481433,-0.5,-1.0680834623481434,-0.06808346234814333,True,True,2.136166924696287
2024-02,HARD_BASE,0.3,0.4,0.2706200012537311,-0.0293799987462689,-0.10000000000000003,-0.12937999874626893,0.07062000125373114,False,False,
2024-03,HARD_BASE,0.1,0.1,0.17828022163150525,0.07828022163150525,0.0,0.07828022163150525,-0.07828022163150525,False,False,
2024-04,HARD_BASE,0.7,0.2,0.535513874597449,-0.16448612540255092,0.49999999999999994,0.335513874597449,0.335513874597449,True,True,0.6710277491948982
2024-05,HARD_BASE,0.0,0.1,0.2079810434726739,0.2079810434726739,-0.1,0.1079810434726739,-0.1079810434726739,False,False,
2024-06,HARD_BASE,-0.3,0.2,0.049566412104763674,0.3495664121047637,-0.5,-0.15043358789523634,0.1504335878952363,True,False,0.3008671757904727
2024-07,HARD_BASE,0.7,0.5,0.20998444901121854,-0.4900155509887814,0.19999999999999996,-0.29001555098878146,-0.29001555098878146,False,True,
2024-08,HARD_BASE,0.3,0.0,0.07281547435294283,-0.22718452564705716,0.3,0.07281547435294283,0.07281547435294283,False,False,
2024-09,HARD_BASE,-0.4,-0.5,-0.4651739920724355,-0.06517399207243546,0.09999999999999998,0.03482600792756452,0.03482600792756452,False,False,
2024-10,HARD_BASE,0.3,0.3,0.2218404811078794,-0.07815951889212058,0.0,-0.07815951889212058,-0.07815951889212058,False,False,
2024-11,HARD_BASE,0.1,0.2,0.13103934262291972,0.031039342622919713,-0.1,-0.06896065737708029,0.06896065737708029,False,False,
2024-12,HARD_BASE,-0.3,0.1,0.00423825253460209,0.30423825253460207,-0.4,-0.09576174746539792,0.09576174746539795,True,False,0.2394043686634948
2025-01,HARD_BASE,1.3,1.1,1.1241131790061303,-0.17588682099386976,0.19999999999999996,0.024113179006130192,0.024113179006130192,False,False,
2025-02,HARD_BASE,0.2,0.2,0.3273352565503001,0.1273352565503001,0.0,0.1273352565503001,-0.1273352565503001,False,False,
2025-03,HARD_BASE,0.1,0.0,0.025961209336477623,-0.07403879066352238,0.1,0.025961209336477623,0.025961209336477623,False,False,
2025-04,HARD_BASE,-0.1,0.1,0.1887731296337113,0.28877312963371127,-0.2,0.08877312963371128,-0.08877312963371126,False,False,
2025-05,HARD_BASE,0.5,0.2,0.2616004842766493,-0.23839951572335072,0.3,0.06160048427664927,0.06160048427664927,False,False,
2025-06,HARD_BASE,0.3,0.2,0.21403896943571182,-0.08596103056428817,0.09999999999999998,0.014038969435711812,0.014038969435711812,False,False,
2025-07,HARD_BASE,0.5,0.5,0.482699677975129,-0.017300322024870973,0.0,-0.017300322024870973,-0.017300322024870973,False,False,
2025-08,HARD_BASE,0.1,0.1,0.12246127477104277,0.02246127477104276,0.0,0.02246127477104276,-0.02246127477104276,False,False,
2025-09,HARD_BASE,-0.6,-0.3,-0.4796923876781566,0.1203076123218434,-0.3,-0.1796923876781566,0.1796923876781566,False,False,
2025-10,HARD_BASE,0.5,0.3,0.24018251506517188,-0.25981748493482815,0.2,-0.05981748493482811,-0.059817484934828136,False,False,
2025-11,HARD_BASE,-0.3,0.1,0.013912520901711065,0.31391252090171107,-0.4,-0.08608747909828894,0.08608747909828895,True,False,0.21521869774572233
2025-12,HARD_BASE,-0.3,-0.1,-0.3176359844265689,-0.017635984426568885,-0.19999999999999998,-0.21763598442656887,0.1823640155734311,False,True,
2026-01,HARD_BASE,0.9,0.8,0.8514524588474814,-0.04854754115251858,0.09999999999999998,0.0514524588474814,0.0514524588474814,False,False,
2026-02,HARD_BASE,-0.1,0.1,0.07585143971505987,0.17585143971505987,-0.2,-0.02414856028494014,0.02414856028494014,False,False,
2026-03,HARD_BASE,0.6,0.7,0.5831477425464591,-0.01685225745354091,-0.09999999999999998,-0.11685225745354089,0.08314774254645907,False,False,
2026-04,HARD_BASE,0.5,0.4,0.4980319143303553,-0.0019680856696446813,0.09999999999999998,0.0980319143303553,0.0980319143303553,False,False,
2026-05,HARD_BASE,0.1,0.3,0.36764935566655854,0.26764935566655856,-0.19999999999999998,0.06764935566655855,-0.06764935566655858,False,False,
2026-06,HARD_BASE,-0.3,0.0,-0.05839529757472206,0.24160470242527793,-0.3,-0.05839529757472206,0.05839529757472206,False,False,
2026-07,HARD_BASE,0.6,0.6,0.44767252748945857,-0.1523274725105414,0.0,-0.1523274725105414,-0.1523274725105414,False,False,
2019-02,HARD_HALF,0.2,0.1,0.3457208529825975,0.14572085298259752,0.1,0.24572085298259752,-0.04572085298259751,False,True,
2019-03,HARD_HALF,0.2,0.1,0.09481364394484938,-0.10518635605515063,0.1,-0.005186356055150623,-0.005186356055150623,False,False,
2019-04,HARD_HALF,0.1,0.3,0.4331530262959052,0.33315302629590515,-0.19999999999999998,0.1331530262959052,-0.13315302629590517,False,False,
2019-05,HARD_HALF,0.7,0.4,0.24160405653897696,-0.45839594346102297,0.29999999999999993,-0.15839594346102306,-0.15839594346102304,False,False,
2019-06,HARD_HALF,0.2,0.1,0.07361655119089941,-0.1263834488091006,0.1,-0.026383448809100596,-0.026383448809100596,False,False,
2019-07,HARD_HALF,0.4,0.2,0.4401493662832389,0.040149366283238896,0.2,0.2401493662832389,0.15985063371676111,False,True,
2019-08,HARD_HALF,0.1,0.0,0.08632839290472513,-0.013671607095274874,0.1,0.08632839290472513,0.08632839290472513,False,False,
2019-09,HARD_HALF,-0.6,-0.4,-0.31736840944316663,0.28263159055683335,-0.19999999999999996,0.08263159055683339,-0.08263159055683339,False,False,
2019-10,HARD_HALF,0.5,0.4,0.28517471091363017,-0.21482528908636983,0.09999999999999998,-0.11482528908636985,-0.11482528908636985,False,False,
2019-11,HARD_HALF,0.3,0.2,0.18827727179203121,-0.11172272820796877,0.09999999999999998,-0.011722728207968797,-0.011722728207968797,False,False,
2019-12,HARD_HALF,0.2,0.1,0.015041241673181452,-0.18495875832681857,0.1,-0.08495875832681855,-0.08495875832681857,False,False,
2020-01,HARD_HALF,1.5,1.0,0.9161045016767744,-0.5838954983232256,0.5,-0.08389549832322563,-0.08389549832322563,True,False,-0.16779099664645125
2020-02,HARD_HALF,0.3,0.3,0.32068032834451476,0.020680328344514776,0.0,0.020680328344514776,-0.020680328344514776,False,False,
2020-03,HARD_HALF,-0.1,0.1,-0.25946905877354964,-0.15946905877354964,-0.2,-0.3594690587735496,0.04053094122645037,False,True,
2020-04,HARD_HALF,-0.2,-0.2,-0.31591219209715493,-0.11591219209715492,0.0,-0.11591219209715492,-0.11591219209715492,False,False,
2020-05,HARD_HALF,0.4,0.1,0.17193851305540414,-0.22806148694459588,0.30000000000000004,0.07193851305540414,0.07193851305540416,False,False,
2020-06,HARD_HALF,0.6,0.2,0.38055781125886934,-0.21944218874113064,0.39999999999999997,0.18055781125886933,0.18055781125886933,True,False,0.45139452814717335
2020-07,HARD_HALF,0.4,0.2,0.5039786142894122,0.10397861428941213,0.2,0.30397861428941214,0.09602138571058788,False,True,
2020-08,HARD_HALF,0.0,0.0,0.04252609564169979,0.04252609564169979,0.0,0.04252609564169979,-0.04252609564169979,False,False,
2020-09,HARD_HALF,-0.6,-0.3,-0.40274300905269717,0.1972569909473028,-0.3,-0.10274300905269718,0.10274300905269718,False,False,
2020-10,HARD_HALF,0.2,0.2,0.27093426617196403,0.07093426617196402,0.0,0.07093426617196402,-0.07093426617196402,False,False,
2020-11,HARD_HALF,0.0,0.1,0.15115491697647487,0.15115491697647487,-0.1,0.05115491697647487,-0.05115491697647487,False,False,
2020-12,HARD_HALF,-0.2,0.1,0.19002614785821642,0.39002614785821643,-0.30000000000000004,0.09002614785821642,-0.09002614785821639,False,False,
2021-01,HARD_HALF,1.3,0.9,0.8912732558451942,-0.4087267441548058,0.4,-0.008726744154805788,-0.008726744154805788,True,False,-0.02181686038701447
2021-02,HARD_HALF,0.2,0.3,0.5098263614647857,0.30982636146478565,-0.09999999999999998,0.20982636146478567,-0.20982636146478567,False,True,
2021-03,HARD_HALF,0.2,0.3,0.1480979520457448,-0.05190204795425521,-0.09999999999999998,-0.1519020479542552,0.04809795204574477,False,False,
2021-04,HARD_HALF,0.5,0.2,0.28598810394052204,-0.21401189605947796,0.3,0.08598810394052203,0.08598810394052203,False,False,
2021-05,HARD_HALF,0.2,0.4,0.5879420434422872,0.38794204344228717,-0.2,0.18794204344228715,-0.18794204344228715,False,False,
2021-06,HARD_HALF,0.5,0.4,0.3465223378797241,-0.15347766212027592,0.09999999999999998,-0.05347766212027594,-0.05347766212027594,False,False,
2021-07,HARD_HALF,1.0,0.5,0.6697218783064215,-0.3302781216935785,0.5,0.1697218783064215,0.1697218783064215,True,False,0.339443756612843
2021-08,HARD_HALF,0.7,0.2,0.16642410398316554,-0.5335758960168344,0.49999999999999994,-0.03357589601683447,-0.03357589601683447,True,False,-0.06715179203366896
2021-09,HARD_HALF,0.2,-0.2,-0.1178999114519989,-0.3178999114519989,0.4,0.0821000885480011,0.0821000885480011,True,False,0.20525022137000276
2021-10,HARD_HALF,1.0,0.7,0.7927388934226424,-0.20726110657735763,0.30000000000000004,0.09273889342264241,0.09273889342264241,False,False,
2021-11,HARD_HALF,0.2,0.3,0.6982576755906593,0.4982576755906593,-0.09999999999999998,0.39825767559065933,-0.39825767559065933,False,True,
2021-12,HARD_HALF,0.4,0.3,0.873441606645287,0.473441606645287,0.10000000000000003,0.573441606645287,-0.37344160664528697,False,True,
2022-01,HARD_HALF,4.4,3.8,4.42010852550301,0.020108525503009567,0.6000000000000005,0.6201085255030101,0.579891474496991,True,True,1.0335142091716827
2022-02,HARD_HALF,1.3,0.6,0.9472553663580414,-0.3527446336419586,0.7000000000000001,0.34725536635804144,0.34725536635804144,True,True,0.496079094797202
2022-03,HARD_HALF,1.7,1.4,0.9599351536255071,-0.7400648463744929,0.30000000000000004,-0.44006484637449284,-0.44006484637449284,False,True,
2022-04,HARD_HALF,1.8,0.9,0.810248090240683,-0.989751909759317,0.9,-0.08975190975931702,-0.08975190975931702,True,False,-0.0997243441770189
2022-05,HARD_HALF,1.8,1.4,1.928849481807915,0.1288494818079149,0.40000000000000013,0.528849481807915,0.27115051819208524,True,True,1.3221237045197871
2022-06,HARD_HALF,1.6,1.5,1.507368052800301,-0.09263194719969903,0.10000000000000009,0.0073680528003010615,0.0073680528003010615,False,False,
2022-07,HARD_HALF,1.3,1.6,1.5144143355557442,0.21441433555574418,-0.30000000000000004,-0.08558566444425586,0.08558566444425586,False,False,
2022-08,HARD_HALF,0.4,0.8,0.6720821029177679,0.2720821029177679,-0.4,-0.1279178970822321,0.1279178970822321,True,False,0.3197947427055803
2022-09,HARD_HALF,0.8,0.2,0.11496016188846969,-0.6850398381115304,0.6000000000000001,-0.08503983811153032,-0.08503983811153026,True,False,-0.1417330635192172
2022-10,HARD_HALF,-1.4,0.9,1.1241974351095643,2.5241974351095644,-2.3,0.22419743510956425,-0.22419743510956458,True,True,-0.09747714569981054
2022-11,HARD_HALF,1.2,0.7,0.7882528330528827,-0.4117471669471172,0.5,0.08825283305288278,0.08825283305288278,True,False,0.17650566610576557
2022-12,HARD_HALF,0.0,0.4,0.09094142216773585,0.09094142216773585,-0.4,-0.3090585778322642,0.3090585778322642,True,True,0.7726464445806605
2023-01,HARD_HALF,6.0,5.8,4.8557166576029465,-1.1442833423970535,0.20000000000000018,-0.9442833423970534,-0.9442833423970534,False,True,
2023-02,HARD_HALF,0.6,0.5,0.5039703923327187,-0.0960296076672813,0.09999999999999998,0.003970392332718675,0.003970392332718675,False,False,
2023-03,HARD_HALF,0.1,0.1,0.22856958059145327,0.12856958059145326,0.0,0.12856958059145326,-0.12856958059145326,False,False,
2023-04,HARD_HALF,-0.2,0.4,0.5026749219687728,0.7026749219687729,-0.6000000000000001,0.10267492196877281,-0.10267492196877281,True,False,-0.17112486994795467
2023-05,HARD_HALF,0.3,0.1,0.16802415321198316,-0.13197584678801683,0.19999999999999998,0.06802415321198316,0.06802415321198316,False,False,
2023-06,HARD_HALF,0.3,0.3,-0.04713023043292175,-0.34713023043292174,0.0,-0.34713023043292174,-0.34713023043292174,False,True,
2023-07,HARD_HALF,0.5,0.4,0.3623426582424115,-0.13765734175758848,0.09999999999999998,-0.0376573417575885,-0.0376573417575885,False,False,
2023-08,HARD_HALF,0.2,0.1,0.47188412299930443,0.2718841229993044,0.1,0.3718841229993044,-0.17188412299930442,False,True,
2023-09,HARD_HALF,-0.7,-0.2,-0.2755480777313318,0.4244519222686682,-0.49999999999999994,-0.07554807773133176,0.07554807773133176,True,False,0.15109615546266356
2023-10,HARD_HALF,0.1,0.0,0.2826615364616625,0.18266153646166247,0.1,0.2826615364616625,-0.08266153646166247,False,True,
2023-11,HARD_HALF,0.1,-0.1,0.03891311393757824,-0.06108688606242176,0.2,0.13891311393757824,0.13891311393757824,False,False,
2023-12,HARD_HALF,-0.4,0.0,-0.14765019744245733,0.2523498025575427,-0.4,-0.14765019744245733,0.14765019744245733,True,False,0.36912549360614333
2024-01,HARD_HALF,1.5,2.0,0.8857871746883093,-0.6142128253116907,-0.5,-1.1142128253116907,-0.11421282531169075,True,True,2.2284256506233815
2024-02,HARD_HALF,0.3,0.4,0.2580380446649967,-0.0419619553350033,-0.10000000000000003,-0.14196195533500333,0.058038044664996735,False,False,
2024-03,HARD_HALF,0.1,0.1,0.17795882405921745,0.07795882405921745,0.0,0.07795882405921745,-0.07795882405921745,False,False,
2024-04,HARD_HALF,0.7,0.2,0.5169386135775386,-0.1830613864224614,0.49999999999999994,0.31693861357753855,0.31693861357753855,True,True,0.6338772271550772
2024-05,HARD_HALF,0.0,0.1,0.21924642636613612,0.21924642636613612,-0.1,0.11924642636613611,-0.11924642636613611,False,False,
2024-06,HARD_HALF,-0.3,0.2,0.08126073928770258,0.38126073928770254,-0.5,-0.11873926071229743,0.11873926071229746,True,False,0.23747852142459486
2024-07,HARD_HALF,0.7,0.5,0.24684517534253225,-0.4531548246574677,0.19999999999999996,-0.25315482465746775,-0.25315482465746775,False,True,
2024-08,HARD_HALF,0.3,0.0,0.04978803679458074,-0.2502119632054193,0.3,0.04978803679458074,0.049788036794580715,False,False,
2024-09,HARD_HALF,-0.4,-0.5,-0.5428417910368668,-0.14284179103686678,0.09999999999999998,-0.042841791036866805,-0.042841791036866805,False,False,
2024-10,HARD_HALF,0.3,0.3,0.28435967663125583,-0.015640323368744158,0.0,-0.015640323368744158,-0.015640323368744158,False,False,
2024-11,HARD_HALF,0.1,0.2,0.1125881018490863,0.012588101849086292,-0.1,-0.08741189815091371,0.08741189815091371,False,False,
2024-12,HARD_HALF,-0.3,0.1,-0.029928734165286276,0.2700712658347137,-0.4,-0.12992873416528627,0.12992873416528633,True,False,0.3248218354132157
2025-01,HARD_HALF,1.3,1.1,1.141778566097235,-0.158221433902765,0.19999999999999996,0.04177856609723496,0.04177856609723496,False,False,
2025-02,HARD_HALF,0.2,0.2,0.3449213748972017,0.1449213748972017,0.0,0.1449213748972017,-0.1449213748972017,False,False,
2025-03,HARD_HALF,0.1,0.0,0.01279907147341732,-0.08720092852658269,0.1,0.01279907147341732,0.012799071473417314,False,False,
2025-04,HARD_HALF,-0.1,0.1,0.17127147038237248,0.2712714703823725,-0.2,0.07127147038237247,-0.07127147038237247,False,False,
2025-05,HARD_HALF,0.5,0.2,0.2843344825640807,-0.21566551743591927,0.3,0.08433448256408071,0.08433448256408071,False,False,
2025-06,HARD_HALF,0.3,0.2,0.21877442075846298,-0.081225579241537,0.09999999999999998,0.018774420758462973,0.018774420758462973,False,False,
2025-07,HARD_HALF,0.5,0.5,0.5584568402910703,0.058456840291070344,0.0,0.058456840291070344,-0.058456840291070344,False,False,
2025-08,HARD_HALF,0.1,0.1,0.09808353927722599,-0.001916460722774016,0.0,-0.001916460722774016,-0.001916460722774016,False,False,
2025-09,HARD_HALF,-0.6,-0.3,-0.5222102106965498,0.07778978930345015,-0.3,-0.22221021069654984,0.22221021069654984,False,True,
2025-10,HARD_HALF,0.5,0.3,0.28619898904433005,-0.21380101095566995,0.2,-0.013801010955669935,-0.013801010955669935,False,False,
2025-11,HARD_HALF,-0.3,0.1,0.02817917668424684,0.32817917668424684,-0.4,-0.07182082331575317,0.07182082331575318,True,False,0.1795520582893829
2025-12,HARD_HALF,-0.3,-0.1,-0.3192220059914924,-0.01922200599149243,-0.19999999999999998,-0.2192220059914924,0.18077799400850755,False,True,
2026-01,HARD_HALF,0.9,0.8,0.853289440279114,-0.046710559720886,0.09999999999999998,0.053289440279113975,0.053289440279113975,False,False,
2026-02,HARD_HALF,-0.1,0.1,0.09415719696403499,0.194157196964035,-0.2,-0.005842803035965016,0.005842803035965016,False,False,
2026-03,HARD_HALF,0.6,0.7,0.5745975532171261,-0.025402446782873844,-0.09999999999999998,-0.12540244678287382,0.07459755321712613,False,False,
2026-04,HARD_HALF,0.5,0.4,0.4728034992943644,-0.027196500705635618,0.09999999999999998,0.07280349929436436,0.07280349929436436,False,False,
2026-05,HARD_HALF,0.1,0.3,0.385238322814708,0.28523832281470796,-0.19999999999999998,0.085238322814708,-0.08523832281470797,False,False,
2026-06,HARD_HALF,-0.3,0.0,-0.08281790072322807,0.2171820992767719,-0.3,-0.08281790072322807,0.08281790072322809,False,False,
2026-07,HARD_HALF,0.6,0.6,0.5124477950466728,-0.08755220495332716,0.0,-0.08755220495332716,-0.08755220495332716,False,False,
2019-02,HARD_FULL,0.2,0.1,0.3736868253770129,0.1736868253770129,0.1,0.27368682537701294,-0.0736868253770129,False,True,
2019-03,HARD_FULL,0.2,0.1,0.0901670483480416,-0.10983295165195842,0.1,-0.00983295165195841,-0.00983295165195841,False,False,
2019-04,HARD_FULL,0.1,0.3,0.4791985039175055,0.37919850391750554,-0.19999999999999998,0.17919850391750552,-0.17919850391750555,False,False,
2019-05,HARD_FULL,0.7,0.4,0.2577314423608633,-0.44226855763913664,0.29999999999999993,-0.1422685576391367,-0.1422685576391367,False,False,
2019-06,HARD_FULL,0.2,0.1,0.02312980391895257,-0.17687019608104743,0.1,-0.07687019608104743,-0.07687019608104742,False,False,
2019-07,HARD_FULL,0.4,0.2,0.4450697048026269,0.0450697048026269,0.2,0.2450697048026269,0.1549302951973731,False,True,
2019-08,HARD_FULL,0.1,0.0,0.10053651412052733,0.0005365141205273261,0.1,0.10053651412052733,0.09946348587947268,False,False,
2019-09,HARD_FULL,-0.6,-0.4,-0.3231993913711704,0.2768006086288296,-0.19999999999999996,0.07680060862882965,-0.07680060862882965,False,False,
2019-10,HARD_FULL,0.5,0.4,0.3409433050818153,-0.1590566949181847,0.09999999999999998,-0.059056694918184716,-0.059056694918184716,False,False,
2019-11,HARD_FULL,0.3,0.2,0.21627568627945298,-0.083724313720547,0.09999999999999998,0.016275686279452972,0.016275686279452972,False,False,
2019-12,HARD_FULL,0.2,0.1,0.014948431046529301,-0.18505156895347072,0.1,-0.0850515689534707,-0.08505156895347071,False,False,
2020-01,HARD_FULL,1.5,1.0,0.9411306387532653,-0.5588693612467347,0.5,-0.0588693612467347,-0.0588693612467347,True,False,-0.1177387224934694
