origin,model,band,target,predicted_turn,actual_turn,eligible,exact_hit,missed_turn,false_turn
2019-02,BLEND_LINEAR_RF_R15,2,2019-08,trough,peak,True,False,True,True
2019-02,BLEND_LINEAR_RF_R15,3,2019-11,none,trough,True,False,True,False
2019-02,BLEND_WIDE_STATE_R15,2,2019-08,none,peak,True,False,True,False
2019-02,BLEND_WIDE_STATE_R15,3,2019-11,none,trough,True,False,True,False
2019-02,ENET_BOTH_R15,2,2019-08,trough,peak,True,False,True,True
2019-02,ENET_BOTH_R15,3,2019-11,none,trough,True,False,True,False
2019-02,ENET_DOMESTIC_R15,2,2019-08,trough,peak,True,False,True,True
2019-02,ENET_DOMESTIC_R15,3,2019-11,none,trough,True,False,True,False
2019-02,ENET_IMPORTED_R15,2,2019-08,none,peak,True,False,True,False
2019-02,ENET_IMPORTED_R15,3,2019-11,none,trough,True,False,True,False
2019-02,ENET_WIDE_R15,2,2019-08,none,peak,True,False,True,False
2019-02,ENET_WIDE_R15,3,2019-11,none,trough,True,False,True,False
2019-02,INDEPENDENT_BRIDGE,2,2019-08,none,peak,True,False,True,False
2019-02,INDEPENDENT_BRIDGE,3,2019-11,none,trough,True,False,True,False
2019-02,RF_RESIDUAL_R15,2,2019-08,trough,peak,True,False,True,True
2019-02,RF_RESIDUAL_R15,3,2019-11,none,trough,True,False,True,False
2019-02,STABLE_LOCAL_CORE_R14B,2,2019-08,none,peak,True,False,True,False
2019-02,STABLE_LOCAL_CORE_R14B,3,2019-11,none,trough,True,False,True,False
2019-02,STABLE_PIPELINE_R14B,2,2019-08,none,peak,True,False,True,False
2019-02,STABLE_PIPELINE_R14B,3,2019-11,none,trough,True,False,True,False
2019-02,STATE_ADAPT_R15,2,2019-08,none,peak,True,False,True,False
2019-02,STATE_ADAPT_R15,3,2019-11,none,trough,True,False,True,False
2019-02,STATE_FAST_R15,2,2019-08,none,peak,True,False,True,False
2019-02,STATE_FAST_R15,3,2019-11,none,trough,True,False,True,False
2019-02,STATE_MID_R15,2,2019-08,none,peak,True,False,True,False
2019-02,STATE_MID_R15,3,2019-11,none,trough,True,False,True,False
2019-02,STATE_SLOW_R15,2,2019-08,none,peak,True,False,True,False
2019-02,STATE_SLOW_R15,3,2019-11,none,trough,True,False,True,False
2019-03,BLEND_LINEAR_RF_R15,2,2019-09,none,none,True,False,False,False
2019-03,BLEND_LINEAR_RF_R15,3,2019-12,none,none,True,False,False,False
2019-03,BLEND_WIDE_STATE_R15,2,2019-09,none,none,True,False,False,False
2019-03,BLEND_WIDE_STATE_R15,3,2019-12,none,none,True,False,False,False
2019-03,ENET_BOTH_R15,2,2019-09,none,none,True,False,False,False
2019-03,ENET_BOTH_R15,3,2019-12,none,none,True,False,False,False
2019-03,ENET_DOMESTIC_R15,2,2019-09,none,none,True,False,False,False
2019-03,ENET_DOMESTIC_R15,3,2019-12,none,none,True,False,False,False
2019-03,ENET_IMPORTED_R15,2,2019-09,none,none,True,False,False,False
2019-03,ENET_IMPORTED_R15,3,2019-12,none,none,True,False,False,False
2019-03,ENET_WIDE_R15,2,2019-09,none,none,True,False,False,False
2019-03,ENET_WIDE_R15,3,2019-12,none,none,True,False,False,False
2019-03,INDEPENDENT_BRIDGE,2,2019-09,none,none,True,False,False,False
2019-03,INDEPENDENT_BRIDGE,3,2019-12,none,none,True,False,False,False
2019-03,RF_RESIDUAL_R15,2,2019-09,none,none,True,False,False,False
2019-03,RF_RESIDUAL_R15,3,2019-12,none,none,True,False,False,False
2019-03,STABLE_LOCAL_CORE_R14B,2,2019-09,none,none,True,False,False,False
2019-03,STABLE_LOCAL_CORE_R14B,3,2019-12,none,none,True,False,False,False
2019-03,STABLE_PIPELINE_R14B,2,2019-09,none,none,True,False,False,False
2019-03,STABLE_PIPELINE_R14B,3,2019-12,none,none,True,False,False,False
2019-03,STATE_ADAPT_R15,2,2019-09,none,none,True,False,False,False
2019-03,STATE_ADAPT_R15,3,2019-12,none,none,True,False,False,False
2019-03,STATE_FAST_R15,2,2019-09,none,none,True,False,False,False
2019-03,STATE_FAST_R15,3,2019-12,none,none,True,False,False,False
2019-03,STATE_MID_R15,2,2019-09,none,none,True,False,False,False
2019-03,STATE_MID_R15,3,2019-12,none,none,True,False,False,False
2019-03,STATE_SLOW_R15,2,2019-09,none,none,True,False,False,False
2019-03,STATE_SLOW_R15,3,2019-12,none,none,True,False,False,False
