origin,mode,month,innovation,prior_scale,z,persistent,level_q,slope_q,observation_r
2010-01,fixed,2008-01,0.17730396509205854,0.09873187232457227,1.7958128506789326,False,0.05,0.001,1.0
2010-01,fixed,2008-02,0.1166750380186109,0.09873187232457227,1.1817363053245062,False,0.05,0.001,1.0
2010-01,fixed,2008-03,-0.12412854373351413,0.09873187232457227,-1.2572287024543864,False,0.05,0.001,1.0
2010-01,fixed,2008-04,-0.06808696743426798,0.09873187232457227,-0.6896148713805216,False,0.05,0.001,1.0
2010-01,fixed,2008-05,-0.04200828215131361,0.09873187232457227,-0.42547843125282897,False,0.05,0.001,1.0
2010-01,fixed,2008-06,-0.027554688999817167,0.09873187232457227,-0.27908605753199506,False,0.05,0.001,1.0
2010-01,fixed,2008-07,0.07595309338581954,0.09873187232457227,0.7692864684681607,False,0.05,0.001,1.0
2010-01,fixed,2008-08,-0.05056560542584282,0.09873187232457227,-0.5121507800400349,False,0.05,0.001,1.0
2010-01,fixed,2008-09,-0.07930359729878544,0.09873187232457227,-0.8032218515828597,False,0.05,0.001,1.0
2010-01,fixed,2008-10,-0.20664005999041055,0.09873187232457227,-2.0929417737678433,False,0.05,0.001,1.0
2010-01,fixed,2008-11,-0.03214752149555916,0.09873187232457227,-0.3256042931088862,False,0.05,0.001,1.0
2010-01,fixed,2008-12,-0.06826618373821923,0.09873187232457227,-0.6914300532435991,False,0.05,0.001,1.0
2010-01,fixed,2009-01,-0.11180654868657172,0.05,-2.2361309737314343,False,0.05,0.001,1.0
2010-01,fixed,2009-02,-0.12396497587083827,0.05,-2.479299517416765,False,0.05,0.001,1.0
2010-01,fixed,2009-03,0.12157478171290978,0.062455903585791145,1.946569895444893,False,0.05,0.001,1.0
2010-01,fixed,2009-04,0.07510480638946734,0.09079582247835667,0.8271835018331416,False,0.05,0.001,1.0
2010-01,fixed,2009-05,0.044359049303315905,0.10615240829346195,0.41788076235334953,False,0.05,0.001,1.0
2010-01,fixed,2009-06,0.026505100323621366,0.12150899410856725,0.21813282644689894,False,0.05,0.001,1.0
2010-01,fixed,2009-07,-0.08774173345230331,0.11576555778990368,-0.7579260630483964,False,0.05,0.001,1.0
2010-01,fixed,2009-08,0.04860141767258372,0.10348290996517368,0.46965646490749174,False,0.05,0.001,1.0
2010-01,fixed,2009-09,0.08281653056051458,0.11576555778990368,0.7153814324534555,False,0.05,0.001,1.0
2010-01,fixed,2009-10,0.1967100677265323,0.11810247371339522,1.6655880401277436,False,0.05,0.001,1.0
2010-01,fixed,2009-11,0.02219094980748272,0.11891042546204192,0.18661904304233123,False,0.05,0.001,1.0
