source_month,official_sitc,official_cpa,prior_cache,frozen_core,difference_vs_official_cpa,difference_vs_prior_cache,difference_vs_frozen_core
2008-01,-0.5999999999999943,,-0.5999999999999943,,,0.0,
2008-02,-1.0999999999999943,,-1.0999999999999943,,,0.0,
2008-03,-0.4000000000000057,,-0.4000000000000057,,,0.0,
2008-04,0.09999999999999432,,0.09999999999999432,,,0.0,
2008-05,2.0,,2.0,,,0.0,
2008-06,-1.2000000000000028,,-1.2000000000000028,,,0.0,
2008-07,-1.2999999999999972,,-1.2999999999999972,,,0.0,
2008-08,2.4000000000000057,,2.4000000000000057,,,0.0,
2008-09,0.9000000000000057,,0.9000000000000057,,,0.0,
2008-10,0.09999999999999432,,0.09999999999999432,,,0.0,
2008-11,-1.9000000000000057,,-1.9000000000000057,,,0.0,
2008-12,-1.0,,-1.0,,,0.0,
2009-01,1.5999999999999943,,1.5999999999999943,,,0.0,
2009-02,3.299999999999997,,3.299999999999997,,,0.0,
2009-03,-4.299999999999997,,-4.299999999999997,,,0.0,
2009-04,-1.5999999999999943,,-1.5999999999999943,,,0.0,
2009-05,-0.9000000000000057,,-0.9000000000000057,,,0.0,
2009-06,-0.5,,-0.5,,,0.0,
2009-07,-2.4000000000000057,,-2.4000000000000057,,,0.0,
2009-08,-0.5999999999999943,,-0.5999999999999943,,,0.0,
2009-09,-1.2999999999999972,,-1.2999999999999972,,,0.0,
2009-10,1.5,,1.5,,,0.0,
2009-11,0.5999999999999943,,0.5999999999999943,,,0.0,
2009-12,1.7000000000000028,,1.7000000000000028,,,0.0,
2010-01,0.7999999999999972,,0.7999999999999972,,,0.0,
2010-02,0.29999999999999716,,0.29999999999999716,,,0.0,
2010-03,-0.09999999999999432,,-0.09999999999999432,,,0.0,
2010-04,0.5999999999999943,,0.5999999999999943,,,0.0,
2010-05,2.700000000000003,,2.700000000000003,,,0.0,
2010-06,1.0999999999999943,,1.0999999999999943,,,0.0,
2010-07,-1.4000000000000057,,-1.4000000000000057,,,0.0,
2010-08,-1.2000000000000028,,-1.2000000000000028,,,0.0,
2010-09,-0.4000000000000057,,-0.4000000000000057,,,0.0,
2010-10,-0.9000000000000057,,-0.9000000000000057,,,0.0,
2010-11,1.0999999999999943,,1.0999999999999943,,,0.0,
2010-12,3.200000000000003,,3.200000000000003,,,0.0,
2011-01,-0.4000000000000057,,-0.4000000000000057,,,0.0,
2011-02,0.0,,0.0,,,0.0,
