sample,scope,model,block,h,n,n_roster,headline_rmse,oracle_rmse,block_marginal_rmse,annual_error_mean,annual_block_error_mean,annual_other_error_mean,block_squared_error_mean,other_squared_error_mean,cross_term_mean,headline_squared_error_mean,oracle_mse_gain_mean
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,6,81,90,2.516379371214503,2.0589312230826913,0.7836866952833882,-0.6833580329573764,-0.01322327654457872,-0.6701347564127977,0.6141648363641982,4.239197781384788,1.4788025221249126,6.332165139873897,2.0929673584891106
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,7,80,90,2.9913320570711575,2.4540089668741656,0.9146060014969738,-0.8248089756541122,-0.021581615286627727,-0.8032273603674845,0.8365041379742824,6.02216000949881,2.0894033281884714,8.948067475661563,2.9259074661627538
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,8,79,90,3.333292762520484,2.691951609365636,1.0418414654219614,-0.9649227576127072,-0.029744796497975314,-0.9351779611147318,1.0854336390725803,7.246603467166238,2.7788035344326176,11.110840640671437,3.864237173505198
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,9,78,90,3.9216066990467007,3.169916095538383,1.1593863516642384,-1.1028651078373797,-0.03539500952438824,-1.0674700983129914,1.3441767124253132,10.04836805275331,3.9864543368293446,15.378999102007961,5.330631049254658
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,10,77,90,4.498759705784156,3.6288937889951325,1.2825913474765558,-1.2791015441879716,-0.04541188048164625,-1.2336896637063255,1.6450405646217272,13.168870131807449,5.424928193957974,20.23883889038715,7.069968758579699
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,11,76,90,5.002024433226822,4.019097918317748,1.3965996707575332,-1.4233545170754647,-0.05295825118655773,-1.370396265888907,1.95049064036005,16.15314807702606,6.916609713212,25.020248430598112,8.867100353572049
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,12,75,90,5.394838562659049,4.295366722435891,1.4944090272097394,-1.5635949494163677,-0.07240364177589455,-1.4911913076404733,2.2332583406059596,18.450175280209653,8.420849496337542,29.104283117153155,10.654107836943503
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,1,88,90,0.9107373045382808,0.8819958068386712,0.1644455048506353,-0.11911212254514575,-0.0004172947199116857,-0.11869482782523408,0.027042324065580322,0.7779166032809987,0.0244835105310745,0.8294424378776534,0.051525834596654836
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,2,86,90,1.2945851997901525,1.23589245165455,0.2673496924416087,-0.19975388785801595,-0.0006298998563746143,-0.19912398800164138,0.07147585804862276,1.5274301520566942,0.07704482941039163,1.675950839515709,0.1485206874590144
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,3,84,90,1.537322045729783,1.4468280218919936,0.32529550279619157,-0.3006623316620666,-0.008362630302379655,-0.2922997013596868,0.10581716413942707,2.093311324931899,0.16423058321547837,2.3633590722868045,0.27004774735490544
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,4,83,90,1.8237299080241303,1.7027899191799731,0.36182072663707504,-0.4035375617940799,-0.016146720252068654,-0.3873908415420112,0.13091423822418097,2.8994935088609393,0.29558303033658273,3.3259907774217026,0.42649726856076364
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,5,82,90,2.1684759425885596,2.014933204010968,0.40707878930159375,-0.5459131715251515,-0.02135094414756372,-0.5245622273775877,0.16571314069925136,4.059955816625907,0.47661895626018436,4.702287913585343,0.6423320969594356
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,6,81,90,2.516379371214503,2.332287075811105,0.4452050122668492,-0.6833580329573764,-0.019073808812974876,-0.6642842241444015,0.19820750294752537,5.439563003995515,0.6943946329308586,6.332165139873897,0.8926021358783841
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,7,80,90,2.9913320570711575,2.7668615645088255,0.47514208828529186,-0.8248089756541122,-0.015286568415627708,-0.8095224072384845,0.22576000406010807,7.655522917156226,1.0667845544452301,8.948067475661563,1.292544558505338
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,8,79,90,3.333292762520484,3.0712393091068457,0.5102862772840197,-0.9649227576127072,-0.012516818146996803,-0.9524059394657105,0.26039208478438336,9.432510893803096,1.417937662083955,11.110840640671437,1.6783297468683376
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,9,78,90,3.9216066990467007,3.6312057121063672,0.550238069060686,-1.1028651078373797,-0.009271879142600371,-1.0935932286947794,0.30276193264363216,13.18565492363391,1.8905822457304249,15.378999102007961,2.1933441783740566
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,10,77,90,4.498759705784156,4.1964131193019245,0.5812185576203951,-1.2791015441879716,-0.0055137334764677505,-1.273587810711504,0.33781501172233247,17.609883067849307,2.2911408108155076,20.23883889038715,2.6289558225378404
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,11,76,90,5.002024433226822,4.679173931926304,0.6040203592685747,-1.4233545170754647,-0.003552725305619593,-1.4198017917698451,0.3648405944109381,21.894668685218665,2.760739150968508,25.020248430598112,3.125579745379448
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,12,75,90,5.394838562659049,5.045335112102502,0.6216800952559637,-1.5635949494163677,-0.006860710927737952,-1.5567342384886296,0.386486140837464,25.455406393414364,3.2623905829013222,29.104283117153155,3.648876723738787
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,1,88,90,0.9107373045382808,0.710810185684793,0.6682954425063998,-0.11911212254514575,-0.0496539400688235,-0.06945818247632227,0.44661879847482483,0.5052511200732499,-0.12242748067042118,0.8294424378776534,0.32419131780440363
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,2,86,90,1.2945851997901525,0.9842629203384342,0.915198430964408,-0.19975388785801595,-0.10186671726548968,-0.09788717059252633,0.8375881680397144,0.9687734963531429,-0.13041082487714864,1.675950839515709,0.7071773431625661
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,3,84,90,1.537322045729783,1.2435890668475342,1.150927277305442,-0.3006623316620666,-0.1922626052097169,-0.10839972645234966,1.3246335976457178,1.546513767182721,-0.5077882925416342,2.3633590722868045,0.8168453051040839
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,4,83,90,1.8237299080241303,1.5328879458352331,1.2186091652050322,-0.4035375617940799,-0.2813956760190916,-0.12214188577498832,1.4850082975217052,2.3497454544869605,-0.5087629745869627,3.3259907774217026,0.9762453229347422
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,5,82,90,2.1684759425885596,1.8661721611355298,1.3249119174373611,-0.5459131715251515,-0.3733409368716523,-0.17257223465349916,1.7553915889675447,3.4825985349972535,-0.5357022103794559,4.702287913585343,1.2196893785880887
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,6,81,90,2.516379371214503,2.3299703237704845,1.444774272758641,-0.6833580329573764,-0.4719142377880179,-0.21144379516935863,2.0873726992252597,5.428761709651137,-1.183969269002499,6.332165139873897,0.9034034302227604
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,7,80,90,2.9913320570711575,2.806587687982159,1.5569700670885651,-0.8248089756541122,-0.5708823976183015,-0.2539265780358107,2.424155789809771,7.876934450333041,-1.3530227644812505,8.948067475661563,1.0711330253285205
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,8,79,90,3.333292762520484,3.2252170226366537,1.683286622234546,-0.9649227576127072,-0.678897658979475,-0.2860250986332321,2.8334538525937867,10.402024843105242,-2.124638055027593,11.110840640671437,0.7088157975661941
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,9,78,90,3.9216066990467007,3.709600677917556,1.7805983895245772,-1.1028651078373797,-0.780812873084418,-0.32205223475296185,3.1705306247775176,13.761137189606389,-1.5526687123759428,15.378999102007961,1.617861912401574
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,10,77,90,4.498759705784156,4.148494695571503,1.9054136203435827,-1.2791015441879716,-0.8862107085165771,-0.39289083567139466,3.630601064590839,17.210008239184894,-0.6017704133885836,20.23883889038715,3.028830651202254
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,11,76,90,5.002024433226822,4.573575216938662,2.038581993954296,-1.4233545170754647,-0.9918676971262377,-0.4314868199492274,4.155816546074672,20.91759026499553,-0.05315838047208383,25.020248430598112,4.102658165602588
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,12,75,90,5.394838562659049,4.874505072483744,2.1406240806178185,-1.5635949494163677,-1.1013698637612428,-0.4622250856551248,4.58227145452088,23.76079970166975,0.7612119609625202,29.104283117153155,5.343483415483402
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,1,88,90,0.9107373045382808,0.8976950627776251,0.0833938666109997,-0.11911212254514575,-0.008455728182023154,-0.11065639436312265,0.006954536988333212,0.8058564257353243,0.0166314751539959,0.8294424378776534,0.023586012142329117
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,2,86,90,1.2945851997901525,1.272267338859672,0.1029216916154619,-0.19975388785801595,-0.02130875927169651,-0.17844512858631953,0.01059287460498824,1.6186641815290712,0.04669378338164949,1.675950839515709,0.057286657986637714
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,3,84,90,1.537322045729783,1.5197349864288148,0.11556186266785609,-0.3006623316620666,-0.03297902142126066,-0.2676833102408059,0.013354544103264431,2.3095944289757897,0.040410099207751335,2.3633590722868045,0.0537646433110157
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,4,83,90,1.8237299080241303,1.8106865687859632,0.1297730929244542,-0.4035375617940799,-0.045486307594518764,-0.3580512541995612,0.016841055647179023,3.278585850381885,0.030563871392639157,3.3259907774217026,0.04740492703981814
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,5,82,90,2.1684759425885596,2.154074151813718,0.1443101945428934,-0.5459131715251515,-0.05725695766361431,-0.48865621386153724,0.02082543224900774,4.640035451511989,0.04142702982434562,4.702287913585343,0.06225246207335345
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,6,81,90,2.516379371214503,2.4966264288031326,0.16467573031236427,-0.6833580329573764,-0.0704351010878136,-0.6129229318695629,0.027118096153910524,6.233143524998282,0.07190351872170389,6.332165139873897,0.0990216148756145
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,7,80,90,2.9913320570711575,2.9600667919505033,0.1827572281909238,-0.8248089756541122,-0.08471279846528047,-0.7400961771888317,0.03340020445602939,8.761995412808144,0.15267185839738856,8.948067475661563,0.18607206285341799
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,8,79,90,3.333292762520484,3.294594666519285,0.2017942542542949,-0.9649227576127072,-0.09759672638910656,-0.8673260312236002,0.040720921050047015,10.85435401665732,0.21576570296406875,11.110840640671437,0.25648662401411526
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,9,78,90,3.9216066990467007,3.881174156157262,0.21952528485725778,-1.1028651078373797,-0.10867508173512842,-0.9941900261022513,0.04819135069166017,15.063512830423033,0.26729492089327256,15.378999102007961,0.31548627158493164
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,10,77,90,4.498759705784156,4.452454186134011,0.2397844156717358,-1.2791015441879716,-0.12226099504335512,-1.1568405491446165,0.057496565999035784,19.824348279622278,0.3569940447658358,20.23883889038715,0.41449061076487076
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,11,76,90,5.002024433226822,4.946982402767119,0.26056196358023404,-1.4233545170754647,-0.13389151720981596,-1.2894629998656486,0.0678925368647872,24.472634893287545,0.4797210004457821,25.020248430598112,0.5476135373105704
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,12,75,90,5.394838562659049,5.3344344570723985,0.28349304892890503,-1.5635949494163677,-0.1500556730466559,-1.4135392763697114,0.08036830879100654,28.45619097680129,0.5677238315608567,29.104283117153155,0.6480921403518632
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,1,88,90,0.9107373045382808,0.8170184300268841,0.21358176429984935,-0.11911212254514575,-0.031709115817414785,-0.08740300672773099,0.0456171700414364,0.6675191150035945,0.11630615283262259,0.8294424378776534,0.16192332287405897
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,2,86,90,1.2945851997901525,1.129114661178774,0.40306227478070933,-0.19975388785801595,-0.05747947946736378,-0.14227440839065225,0.16245919735140005,1.2748999180888572,0.2385917240754514,1.675950839515709,0.40105092142685134
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,3,84,90,1.537322045729783,1.2848572695812261,0.5948350278116185,-0.3006623316620666,-0.04422768618142926,-0.25643464548063727,0.3538287103116489,1.6508582031957235,0.3586721587794327,2.3633590722868045,0.7125008690910816
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,4,83,90,1.8237299080241303,1.482980121120652,0.8314753955419614,-0.4035375617940799,-0.028814444197453458,-0.37472311759662635,0.6913513333916611,2.1992300396390236,0.4354094043910179,3.3259907774217026,1.1267607377826792
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,5,82,90,2.1684759425885596,1.7012501699501887,1.0689503950918133,-0.5459131715251515,-0.05586283499132985,-0.49005033653382163,1.1426549471669438,2.894252140755546,0.6653808256628532,4.702287913585343,1.8080357728297969
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,6,81,90,2.516379371214503,1.8782215325319789,1.4059567549943557,-0.6833580329573764,-0.07943765802240031,-0.6039203749349761,1.9767143969142589,3.5277161252667755,0.8277346176928639,6.332165139873897,2.8044490146071226
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,7,80,90,2.9913320570711575,2.0835490351367083,1.7634266071363047,-0.8248089756541122,-0.10046347629361367,-0.7243454993604985,3.109673398756259,4.3411765818191075,1.4972174950861965,8.948067475661563,4.606890893842456
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,8,79,90,3.333292762520484,2.2877670917774138,2.066580943471116,-0.9649227576127072,-0.11512849443845076,-0.8497942631742562,4.270756795917968,5.233878266219685,1.6062055785337828,11.110840640671437,5.876962374451751
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,9,78,90,3.9216066990467007,2.5624677800380766,2.4020261405080974,-1.1028651078373797,-0.12265434477947323,-0.9802107630579067,5.769729579684226,6.566241123733269,3.043028398590472,15.378999102007961,8.812757978274698
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,10,77,90,4.498759705784156,2.8469199360885344,2.670843097511468,-1.2791015441879716,-0.16451601370833563,-1.114585530479636,7.133402851524653,8.104953122498344,5.000482916364149,20.23883889038715,12.133885767888808
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,11,76,90,5.002024433226822,3.1353214464006838,2.952723258898459,-1.4233545170754647,-0.1696235240520822,-1.2537309930233824,8.718574643639936,9.830240572260076,6.4714332146980995,25.020248430598112,15.190007858338037
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,12,75,90,5.394838562659049,3.3094456585834884,3.2582443747043057,-1.5635949494163677,-0.18784392837246955,-1.3757510210438983,10.616156405292253,10.952430567117098,7.535696144743803,29.104283117153155,18.151852550036057
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,1,88,90,0.9107373045382808,0.8765963362185912,0.19209023958692648,-0.11911212254514575,-0.009300874272705522,-0.10981124827244025,0.03689866014456282,0.7684211366718574,0.024122641061233328,0.8294424378776534,0.06102130120579614
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,2,86,90,1.2945851997901525,1.2204861642170142,0.3065132541780715,-0.19975388785801595,-0.00041804228048948524,-0.19933584557752657,0.09395037498683108,1.4895864770451606,0.09241398748371686,1.675950839515709,0.18636436247054797
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,3,84,90,1.537322045729783,1.3705010175062249,0.41651454150698963,-0.3006623316620666,0.0013131658648359063,-0.3019754975269025,0.1734843632867778,1.8782730389855977,0.31160167001442907,2.3633590722868045,0.4850860333012071
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,4,83,90,1.8237299080241303,1.5469490616036883,0.5227287930906532,-0.4035375617940799,-0.003993643352889898,-0.39954391844118997,0.273245391126011,2.3930513991965316,0.65969398709916,3.3259907774217026,0.932939378225171
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,5,82,90,2.1684759425885596,1.8116507258690917,0.643533130581003,-0.5459131715251515,-0.009202708574158839,-0.5367104629509926,0.4141348901553863,3.2820783525420065,1.0060746708879504,4.702287913585343,1.420209561043337
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,6,81,90,2.516379371214503,2.0589312230826913,0.7836866952833882,-0.6833580329573764,-0.01322327654457872,-0.6701347564127977,0.6141648363641982,4.239197781384788,1.4788025221249126,6.332165139873897,2.0929673584891106
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,7,80,90,2.9913320570711575,2.4540089668741656,0.9146060014969738,-0.8248089756541122,-0.021581615286627727,-0.8032273603674845,0.8365041379742824,6.02216000949881,2.0894033281884714,8.948067475661563,2.9259074661627538
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,8,79,90,3.333292762520484,2.691951609365636,1.0418414654219614,-0.9649227576127072,-0.029744796497975314,-0.9351779611147318,1.0854336390725803,7.246603467166238,2.7788035344326176,11.110840640671437,3.864237173505198
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,9,78,90,3.9216066990467007,3.169916095538383,1.1593863516642384,-1.1028651078373797,-0.03539500952438824,-1.0674700983129914,1.3441767124253132,10.04836805275331,3.9864543368293446,15.378999102007961,5.330631049254658
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,10,77,90,4.498759705784156,3.6288937889951325,1.2825913474765558,-1.2791015441879716,-0.04541188048164625,-1.2336896637063255,1.6450405646217272,13.168870131807449,5.424928193957974,20.23883889038715,7.069968758579699
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,11,76,90,5.002024433226822,4.019097918317748,1.3965996707575332,-1.4233545170754647,-0.05295825118655773,-1.370396265888907,1.95049064036005,16.15314807702606,6.916609713212,25.020248430598112,8.867100353572049
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,12,75,90,5.394838562659049,4.295366722435891,1.4944090272097394,-1.5635949494163677,-0.07240364177589455,-1.4911913076404733,2.2332583406059596,18.450175280209653,8.420849496337542,29.104283117153155,10.654107836943503
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,1,88,90,0.9107373045382808,0.8819958068386712,0.1644455048506353,-0.11911212254514575,-0.0004172947199116857,-0.11869482782523408,0.027042324065580322,0.7779166032809987,0.0244835105310745,0.8294424378776534,0.051525834596654836
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,2,86,90,1.2945851997901525,1.23589245165455,0.2673496924416087,-0.19975388785801595,-0.0006298998563746143,-0.19912398800164138,0.07147585804862276,1.5274301520566942,0.07704482941039163,1.675950839515709,0.1485206874590144
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,3,84,90,1.537322045729783,1.4468280218919936,0.32529550279619157,-0.3006623316620666,-0.008362630302379655,-0.2922997013596868,0.10581716413942707,2.093311324931899,0.16423058321547837,2.3633590722868045,0.27004774735490544
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,4,83,90,1.8237299080241303,1.7027899191799731,0.36182072663707504,-0.4035375617940799,-0.016146720252068654,-0.3873908415420112,0.13091423822418097,2.8994935088609393,0.29558303033658273,3.3259907774217026,0.42649726856076364
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,5,82,90,2.1684759425885596,2.014933204010968,0.40707878930159375,-0.5459131715251515,-0.02135094414756372,-0.5245622273775877,0.16571314069925136,4.059955816625907,0.47661895626018436,4.702287913585343,0.6423320969594356
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,6,81,90,2.516379371214503,2.332287075811105,0.4452050122668492,-0.6833580329573764,-0.019073808812974876,-0.6642842241444015,0.19820750294752537,5.439563003995515,0.6943946329308586,6.332165139873897,0.8926021358783841
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,7,80,90,2.9913320570711575,2.7668615645088255,0.47514208828529186,-0.8248089756541122,-0.015286568415627708,-0.8095224072384845,0.22576000406010807,7.655522917156226,1.0667845544452301,8.948067475661563,1.292544558505338
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,8,79,90,3.333292762520484,3.0712393091068457,0.5102862772840197,-0.9649227576127072,-0.012516818146996803,-0.9524059394657105,0.26039208478438336,9.432510893803096,1.417937662083955,11.110840640671437,1.6783297468683376
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,9,78,90,3.9216066990467007,3.6312057121063672,0.550238069060686,-1.1028651078373797,-0.009271879142600371,-1.0935932286947794,0.30276193264363216,13.18565492363391,1.8905822457304249,15.378999102007961,2.1933441783740566
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,10,77,90,4.498759705784156,4.1964131193019245,0.5812185576203951,-1.2791015441879716,-0.0055137334764677505,-1.273587810711504,0.33781501172233247,17.609883067849307,2.2911408108155076,20.23883889038715,2.6289558225378404
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,11,76,90,5.002024433226822,4.679173931926304,0.6040203592685747,-1.4233545170754647,-0.003552725305619593,-1.4198017917698451,0.3648405944109381,21.894668685218665,2.760739150968508,25.020248430598112,3.125579745379448
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,12,75,90,5.394838562659049,5.045335112102502,0.6216800952559637,-1.5635949494163677,-0.006860710927737952,-1.5567342384886296,0.386486140837464,25.455406393414364,3.2623905829013222,29.104283117153155,3.648876723738787
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,1,31,32,0.36504574444403814,0.37857627409827505,0.147585057714733,0.00906323497652375,-0.006909639392553545,0.015972874369077298,0.021781349260661068,0.14331999531013226,-0.031842949034091295,0.13325839553670202,-0.010061599773430225
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,2,31,33,0.5094420770193965,0.5114243858965952,0.22049691290915738,0.01514292848105976,-0.015707656241808407,0.030850584722868175,0.04861888860246854,0.26155490248970953,-0.0506425612543413,0.2595312298378367,-0.0020236726518727505
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,3,31,34,0.5465251115875539,0.5674789125181794,0.29573506214224765,0.01825694742504502,-0.028941761272433232,0.047198708697478255,0.08745922698027908,0.32203231615281547,-0.11080184553730632,0.29868969759578823,-0.023342618557027243
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,4,31,35,0.5498837901575502,0.6049212161432614,0.3435582447984044,0.10080651923491728,-0.036827241736444284,0.13763376097136154,0.11803226756896039,0.3659296777402424,-0.18158976263117002,0.3023721826780327,-0.0635574950622096
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,5,31,36,0.6477482330271562,0.7302032524560018,0.37437033826911875,0.21369649279524908,-0.03735659016650636,0.25105308296175544,0.1401531501757344,0.5331967898973236,-0.25377216668325486,0.4195777733898031,-0.1136190165075205
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,6,31,37,0.7478339170561034,0.8625420732661575,0.4045389313757008,0.32673053498692567,-0.03926155020618091,0.3659920851931066,0.16365174699859397,0.7439788281542815,-0.3483750076534004,0.5592555674994749,-0.18472326065480638
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,7,31,38,0.844958735250734,0.9460534835868016,0.4256880205828507,0.37189203309220015,-0.040742015181201234,0.4126340482734014,0.1812102908677455,0.8950171938067227,-0.3622722203979482,0.7139552642765199,-0.1810619295302027
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,8,31,39,0.9171180803165188,1.0222398893001379,0.4453305834676569,0.4481388433272403,-0.052139691330914915,0.5002785346581552,0.19831932857164372,1.0449743912763583,-0.4021881466045458,0.8411055732434566,-0.20386881803290197
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,9,31,40,1.1824489101326947,1.312230803837063,0.4660645049592249,0.6209179589160916,-0.06574703585668192,0.6866649947727735,0.2172161227828874,1.721949682538864,-0.540980380247754,1.3981854250739976,-0.3237642574648667
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,10,31,41,1.481374755149811,1.6227194979346993,0.48922266498289263,0.7939984131637675,-0.08416291485771889,0.8781613280214866,0.2393388159329636,2.6332185689774428,-0.6780862197152446,2.1944711651951625,-0.43874740378228083
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,11,31,42,1.6925933209508008,1.8731035580311255,0.5134963377727441,0.9593077106597847,-0.10376112660960028,1.0630688372693848,0.26367848890602,3.508516939108862,-0.9073232778876203,2.864872150127261,-0.6436447889816005
recent_targets,own_coverage,INDEPENDENT_BRIDGE,administered,12,31,43,1.8921319727646286,2.1314644008824915,0.5372326691061311,1.1800370789368704,-0.12524408606991286,1.3052811650067835,0.28861894075489775,4.543140492229359,-1.2515960306260918,3.580163402358165,-0.9629770898711941
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,1,31,32,0.36504574444403814,0.3512927917044175,0.0729028277377676,0.00906323497652375,0.0047501377869634195,0.004313097189560332,0.005314822292162617,0.12340662550348326,0.004536947741056179,0.13325839553670202,0.009851770033218797
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,2,31,33,0.5094420770193965,0.4944396537062462,0.080568526293003,0.01514292848105976,0.010699684289507273,0.004443244191552502,0.006491287429026316,0.24447057115715268,0.008569371251657753,0.2595312298378367,0.015060658680684073
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,3,31,34,0.5465251115875539,0.5289820932395132,0.06895989937207858,0.01825694742504502,0.01644906201901043,0.0018078854060345896,0.004755467721407204,0.27982205496805707,0.014112174906324017,0.29868969759578823,0.01886764262773124
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,4,31,35,0.5498837901575502,0.538414374987233,0.07317132016375343,0.10080651923491728,0.021456428250784962,0.07935009098413233,0.005354042094506508,0.2898900391928928,0.007128101390633423,0.3023721826780327,0.012482143485139933
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,5,31,36,0.6477482330271562,0.6377712487091091,0.08192737498674052,0.21369649279524908,0.029916634396782594,0.1837798583984665,0.006712094772217997,0.4067521656799763,0.006113512937608891,0.4195777733898031,0.012825607709826882
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,6,31,37,0.7478339170561034,0.7268179489411342,0.08655215321462835,0.32673053498692567,0.03317025536929705,0.2935602796176286,0.007491275226088502,0.5282643309029971,0.02349996137038936,0.5592555674994749,0.03099123659647785
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,7,31,38,0.844958735250734,0.8104308337236803,0.08248461900832607,0.37189203309220015,0.03308425001066292,0.33880778308153725,0.006803712372948707,0.6567981362500596,0.050353415653511646,0.7139552642765199,0.05715712802646036
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,8,31,39,0.9171180803165188,0.8871283043175789,0.08294343641473473,0.4481388433272403,0.03642014677579479,0.41171869655144555,0.006879613644285142,0.786996628321383,0.0472293312777883,0.8411055732434566,0.05410894492207346
recent_targets,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,9,31,40,1.1824489101326947,1.1707072272339527,0.08207007491408679,0.6209179589160916,0.03791762888503465,0.583000330031057,0.006735497196403817,1.3705554118978096,0.020894515979784138,1.3981854250739976,0.027630013176187917
