origin,as_of,own1,own3,agri4_1_3,agri4_4_6,food_ppi_1_3,food_ppi_4_6,agri4_positive_1_3,agri4_positive_4_6,agri4_negative_1_3,agri4_negative_4_6,food_ppi_positive_1_3,food_ppi_positive_4_6,food_ppi_negative_1_3,food_ppi_negative_4_6
2016-02,2016-03-08T23:59:00+01:00,0.0,0.0,-0.7654817862347191,-0.2337805515934391,-0.30287941853191463,-0.23368481620724768,0.0,0.3722360171721881,-0.7654817862347191,-0.6060165687656273,0.0,0.0,-0.30287941853191463,-0.23368481620724768
2016-03,2016-04-10T23:59:00+02:00,0.2010173692227865,0.06700578974092884,-1.0317264492498621,-0.4937055535099259,-0.30410753251739875,-0.23462473271586926,0.0,0.3722360171721881,-1.0317264492498621,-0.865941570682114,0.0,0.0,-0.30410753251739875,-0.23462473271586926
2016-04,2016-05-09T23:59:00+02:00,0.0,0.06700578974092884,-1.829699291920954,0.03488569186634679,-0.5104744991014155,-0.36944122926607864,0.0,0.3722360171721881,-1.829699291920954,-0.33735032530584136,0.0,0.0,-0.5104744991014155,-0.36944122926607864
2016-05,2016-06-08T23:59:00+02:00,0.00239297422812057,0.06780344781696902,-2.038894394215088,-0.7654817862347191,-0.5797247570623009,-0.30287941853191463,0.0,0.0,-2.038894394215088,-0.7654817862347191,0.0,0.0,-0.5797247570623009,-0.30287941853191463
2016-06,2016-07-11T23:59:00+02:00,-0.449323324268673,-0.1489767833468508,-2.170138629037392,-1.0317264492498621,-0.6512632185446797,-0.30410753251739875,0.0,0.0,-2.170138629037392,-1.0317264492498621,0.0,0.0,-0.6512632185446797,-0.30410753251739875
2016-07,2016-08-08T23:59:00+02:00,-0.30395230381910576,-0.25029421795321943,-0.8003847758304937,-1.829699291920954,-0.37937984967155547,-0.5104744991014155,0.5469923825901066,0.0,-1.3473771584206002,-1.829699291920954,0.0,0.0,-0.37937984967155547,-0.5104744991014155
2016-08,2016-09-08T23:59:00+02:00,1.1982534230874113,0.1483259316665442,0.3336318440909422,-2.038894394215088,-0.13788368505934687,-0.5797247570623009,1.0436824392885307,0.0,-0.7100505951975885,-2.038894394215088,0.13845641228978067,0.0,-0.2763400973491275,-0.5797247570623009
2016-09,2016-10-09T23:59:00+02:00,0.09896741805923681,0.3310895124425141,0.9020732515083605,-2.170138629037392,0.24142198997676445,-0.6512632185446797,1.0436824392885307,0.0,-0.14160918778017026,-2.170138629037392,0.31072208423786635,0.0,-0.06930009426110188,-0.6512632185446797
2016-10,2016-11-08T23:59:00+01:00,-0.35300197053624416,0.31473962353680135,0.776273796200023,-0.8003847758304937,0.4821020675851586,-0.37937984967155547,0.9178829839801933,0.5469923825901066,-0.14160918778017026,-1.3473771584206002,0.4821020675851586,0.0,0.0,-0.37937984967155547
2016-11,2016-12-08T23:59:00+01:00,-0.0018459304414466526,-0.08529349430615134,0.7836061748967941,0.3336318440909422,0.5141490108543917,-0.13788368505934687,0.9252153626769642,1.0436824392885307,-0.14160918778017026,-0.7100505951975885,0.5141490108543917,0.13845641228978067,0.0,-0.2763400973491275
2016-12,2017-01-09T23:59:00+01:00,1.414183688169342,0.3531119290638837,1.1105905475938862,0.9020732515083605,0.545342770173562,0.24142198997676445,1.1105905475938862,1.0436824392885307,0.0,-0.14160918778017026,0.545342770173562,0.31072208423786635,0.0,-0.06930009426110188
