clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,threshold,capture_ratio,relative_absolute_error_gain
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_CALIBRATION_R23,11.7947898564326,15.77230851609123,-3.9775186596586316,2.289685696432599,6.267204356091231,2.289685696432599,23.457195753076306,True,False,True,0.5,0.36534403002308424,0.36534403002308424
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_DOMESTIC_R23,11.773253814647424,15.77230851609123,-3.999054701443807,2.2681496546474236,6.267204356091231,2.2681496546474236,23.285411935869085,True,False,True,0.5,0.3619077224509139,0.3619077224509139
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_IMPORTED_R23,11.773253924152824,15.77230851609123,-3.999054591938407,2.268149764152824,6.267204356091231,2.268149764152824,23.285412811705243,True,False,True,0.5,0.3619077399236807,0.3619077399236807
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_JOINT_R23,11.775347505076297,15.77230851609123,-3.9969610110149336,2.270243345076297,6.267204356091231,2.270243345076297,23.30215311743538,True,False,True,0.5,0.36224179332365297,0.36224179332365297
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_FREE_R23,11.788870736096714,15.77230851609123,-3.9834377799945173,2.2837665760967134,6.267204356091231,2.2837665760967134,23.41007389392125,True,False,True,0.5,0.36439957057999417,0.36439957057999417
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_ENET_R23,11.766199709664482,15.77230851609123,-4.006108806426749,2.261095549664482,6.267204356091231,2.261095549664482,23.22894267207895,True,False,True,0.5,0.36078216397505447,0.36078216397505447
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_HALF_R23,11.7707389768532,15.77230851609123,-4.00156953923803,2.2656348168532006,6.267204356091231,2.2656348168532006,23.26529166365124,True,False,True,0.5,0.36150645297710476,0.36150645297710476
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.507533927035754,17.578003612072624,-6.070469685036871,3.3371534970357537,9.407623182072625,3.3371534970357537,51.65277173891861,True,False,True,0.5,0.3547286527584467,0.3547286527584467
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,9.738990276594148,17.578003612072624,-7.839013335478477,1.568609846594148,9.407623182072625,1.568609846594148,27.053243862060867,True,False,True,0.5,0.16673816714760917,0.16673816714760917
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,11.843816503523634,17.578003612072624,-5.734187108548991,3.673436073523634,9.407623182072625,3.673436073523634,55.622472140020825,True,False,True,0.5,0.39047440596088234,0.39047440596088234
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,CORE_FEEDBACK_R21,11.852727869108884,17.578003612072624,-5.72527574296374,3.6823474391088844,9.407623182072625,3.6823474391088844,55.72459160290125,True,False,True,0.5,0.39142165537901724,0.39142165537901724
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_CALIBRATION_R23,11.564265459365636,17.578003612072624,-6.013738152706988,3.393885029365636,9.407623182072625,3.393885029365636,52.338327366546594,True,False,True,0.5,0.36075903165776224,0.36075903165776224
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_DOMESTIC_R23,11.519615941508263,17.578003612072624,-6.058387670564361,3.3492355115082635,9.407623182072625,3.3492355115082635,51.79931276902399,True,False,True,0.5,0.35601293192638084,0.35601293192638084
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_IMPORTED_R23,11.519910827834588,17.578003612072624,-6.0580927842380365,3.349530397834588,9.407623182072625,3.349530397834588,51.802885753433294,True,False,True,0.5,0.35604427739171435,0.35604427739171435
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_JOINT_R23,11.52188423786746,17.578003612072624,-6.0561193742051636,3.351503807867461,9.407623182072625,3.351503807867461,51.82679206124712,True,False,True,0.5,0.35625404451298187,0.35625404451298187
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_FREE_R23,11.536387310829872,17.578003612072624,-6.041616301242753,3.3660068808298718,9.407623182072625,3.3660068808298718,52.0022464044281,True,False,True,0.5,0.3577956743892771,0.3577956743892771
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_ENET_R23,11.507063502617834,17.578003612072624,-6.07094010945479,3.3366830726178343,9.407623182072625,3.3366830726178343,51.64706012328332,True,False,True,0.5,0.35467864816017414,0.35467864816017414
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_HALF_R23,11.514708826812893,17.578003612072624,-6.063294785259732,3.3443283968128927,9.407623182072625,3.3443283968128927,51.7398302829124,True,False,True,0.5,0.3554913214621435,0.3554913214621435
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.239183819807941,15.699043922150208,-4.459860102342267,4.611719009807941,9.071579112150207,4.61171900980794,62.40319545553557,True,False,True,0.5,0.5083700371009431,0.508370037100943
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,8.87911240826681,15.699043922150208,-6.8199315138833985,2.2516475982668096,9.071579112150207,2.2516475982668087,35.78208173394003,True,False,True,0.5,0.24820900203042034,0.24820900203042026
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,11.852632817135264,15.699043922150208,-3.846411105014944,5.225168007135264,9.071579112150207,5.225168007135263,67.49866919921766,True,False,True,0.5,0.5759932138095811,0.575993213809581
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,CORE_FEEDBACK_R21,11.655090337715748,15.699043922150208,-4.04395358443446,5.027625527715748,9.071579112150207,5.027625527715747,65.93998699493962,True,False,True,0.5,0.5542172388687978,0.5542172388687977
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_CALIBRATION_R23,11.342396694704163,15.699043922150208,-4.356647227446045,4.714931884704163,9.071579112150207,4.714931884704162,63.31317252358663,True,False,True,0.5,0.5197476455217286,0.5197476455217285
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_DOMESTIC_R23,11.259222866024073,15.699043922150208,-4.439821056126135,4.631758056024073,9.071579112150207,4.631758056024072,62.581536577578945,True,False,True,0.5,0.51057902915937,0.5105790291593699
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_IMPORTED_R23,11.259978447528107,15.699043922150208,-4.439065474622101,4.632513637528107,9.071579112150207,4.632513637528106,62.588245300018,True,False,True,0.5,0.510662320226415,0.510662320226415
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_JOINT_R23,11.261459180906867,15.699043922150208,-4.437584741243342,4.6339943709068665,9.071579112150207,4.633994370906866,62.60138925228421,True,False,True,0.5,0.5108255479688459,0.5108255479688458
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_FREE_R23,11.2722885268317,15.699043922150208,-4.426755395318509,4.6448237168316995,9.071579112150207,4.644823716831699,62.69738425801842,True,False,True,0.5,0.5120193143231876,0.5120193143231875
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_ENET_R23,11.246132940912394,15.699043922150208,-4.452910981237814,4.618668130912394,9.071579112150207,4.618668130912393,62.46513138117163,True,False,True,0.5,0.5091360692347693,0.5091360692347692
report,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_HALF_R23,11.250320892346226,15.699043922150208,-4.448723029803983,4.6228560823462255,9.071579112150207,4.622856082346225,62.50241099209161,True,False,True,0.5,0.5095977255111525,0.5095977255111523
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,10.79035743221643,11.23658150891361,-0.44622407669717923,1.1537254442610791,1.5999495209582584,1.1537254442610791,2.3607225429903105,True,False,True,0.5,0.721101152972675,0.721101152972675
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.31548462118809,11.23658150891361,-0.9210968877255183,0.67885263323274,1.5999495209582584,0.67885263323274,1.7114189930369244,True,False,True,0.5,0.42429628206404574,0.42429628206404574
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,10.815482315993968,11.23658150891361,-0.42109919291964104,1.1788503280386173,1.5999495209582584,1.1788503280386173,2.3825139393369876,True,False,True,0.5,0.7368047007711643,0.7368047007711643
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,CORE_FEEDBACK_R21,10.901899365574742,11.23658150891361,-0.3346821433388669,1.2652673776193915,1.5999495209582584,1.2652673776193915,2.447826332544663,True,False,True,0.5,0.790817060816759,0.790817060816759
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,GAP_CALIBRATION_R23,10.79992433284748,11.23658150891361,-0.4366571760661291,1.1632923448921293,1.5999495209582584,1.1632923448921293,2.369168980204514,True,False,True,0.5,0.7270806545167738,0.7270806545167738
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,GAP_DOMESTIC_R23,10.792688003150635,11.23658150891361,-0.4438935057629738,1.1560560151952846,1.5999495209582584,1.1560560151952846,2.3627970251560173,True,False,True,0.5,0.7225578057630765,0.7225578057630765
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,GAP_IMPORTED_R23,10.793091690165104,11.23658150891361,-0.443489818748505,1.1564597022097534,1.5999495209582584,1.1564597022097534,2.363155250280979,True,False,True,0.5,0.7228101181074229,0.7228101181074229
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,GAP_JOINT_R23,10.793765717848364,11.23658150891361,-0.4428157910652448,1.1571337298930136,1.5999495209582584,1.1571337298930136,2.363752644797822,True,False,True,0.5,0.7232313987006109,0.7232313987006109
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,GAP_FREE_R23,10.801284146677242,11.23658150891361,-0.4352973622363674,1.164652158721891,1.5999495209582584,1.164652158721891,2.3703546760446215,True,False,True,0.5,0.7279305649745408,0.7279305649745408
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,GAP_ENET_R23,10.790346470550688,11.23658150891361,-0.44623503836292144,1.153714482595337,1.5999495209582584,1.153714482595337,2.3607127601518028,True,False,True,0.5,0.7210943017154331,0.7210943017154331
cutoff,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,GAP_HALF_R23,10.792061554352108,11.23658150891361,-0.4445199545615015,1.1554295663967569,1.5999495209582584,1.1554295663967569,2.3622404796112013,True,False,True,0.5,0.7221662629110542,0.7221662629110542
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.766130674099614,15.77230851609123,-4.006177841991617,2.2610265140996137,6.267204356091231,2.2610265140996137,23.228389539344292,True,False,True,0.5,0.36077114860664683,0.36077114860664683
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.617180777830512,15.77230851609123,-5.155127738260719,1.1120766178305121,6.267204356091231,1.1120766178305121,12.70250844322383,True,False,True,0.5,0.17744380981444477,0.17744380981444477
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,11.903237780405385,15.77230851609123,-3.8690707356858454,2.3981336204053854,6.267204356091231,2.3981336204053854,24.308142083268294,True,False,True,0.5,0.3826480650937428,0.3826480650937428
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,CORE_FEEDBACK_R21,12.013603124983982,15.77230851609123,-3.7587053911072488,2.508498964983982,6.267204356091231,2.508498964983982,25.149984223870206,True,False,True,0.5,0.40025804528711717,0.40025804528711717
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_CALIBRATION_R23,11.7947898564326,15.77230851609123,-3.9775186596586316,2.289685696432599,6.267204356091231,2.289685696432599,23.457195753076306,True,False,True,0.5,0.36534403002308424,0.36534403002308424
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_DOMESTIC_R23,11.773253814647424,15.77230851609123,-3.999054701443807,2.2681496546474236,6.267204356091231,2.2681496546474236,23.285411935869085,True,False,True,0.5,0.3619077224509139,0.3619077224509139
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_IMPORTED_R23,11.773253924152824,15.77230851609123,-3.999054591938407,2.268149764152824,6.267204356091231,2.268149764152824,23.285412811705243,True,False,True,0.5,0.3619077399236807,0.3619077399236807
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_JOINT_R23,11.775347505076297,15.77230851609123,-3.9969610110149336,2.270243345076297,6.267204356091231,2.270243345076297,23.30215311743538,True,False,True,0.5,0.36224179332365297,0.36224179332365297
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_FREE_R23,11.788870736096714,15.77230851609123,-3.9834377799945173,2.2837665760967134,6.267204356091231,2.2837665760967134,23.41007389392125,True,False,True,0.5,0.36439957057999417,0.36439957057999417
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_ENET_R23,11.766199709664482,15.77230851609123,-4.006108806426749,2.261095549664482,6.267204356091231,2.261095549664482,23.22894267207895,True,False,True,0.5,0.36078216397505447,0.36078216397505447
cutoff,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,GAP_HALF_R23,11.7707389768532,15.77230851609123,-4.00156953923803,2.2656348168532006,6.267204356091231,2.2656348168532006,23.26529166365124,True,False,True,0.5,0.36150645297710476,0.36150645297710476
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.507533927035754,17.578003612072624,-6.070469685036871,3.3371534970357537,9.407623182072625,3.3371534970357537,51.65277173891861,True,False,True,0.5,0.3547286527584467,0.3547286527584467
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,9.738990276594148,17.578003612072624,-7.839013335478477,1.568609846594148,9.407623182072625,1.568609846594148,27.053243862060867,True,False,True,0.5,0.16673816714760917,0.16673816714760917
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,11.843816503523634,17.578003612072624,-5.734187108548991,3.673436073523634,9.407623182072625,3.673436073523634,55.622472140020825,True,False,True,0.5,0.39047440596088234,0.39047440596088234
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,CORE_FEEDBACK_R21,11.852727869108884,17.578003612072624,-5.72527574296374,3.6823474391088844,9.407623182072625,3.6823474391088844,55.72459160290125,True,False,True,0.5,0.39142165537901724,0.39142165537901724
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_CALIBRATION_R23,11.564265459365636,17.578003612072624,-6.013738152706988,3.393885029365636,9.407623182072625,3.393885029365636,52.338327366546594,True,False,True,0.5,0.36075903165776224,0.36075903165776224
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_DOMESTIC_R23,11.519615941508263,17.578003612072624,-6.058387670564361,3.3492355115082635,9.407623182072625,3.3492355115082635,51.79931276902399,True,False,True,0.5,0.35601293192638084,0.35601293192638084
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_IMPORTED_R23,11.519910827834588,17.578003612072624,-6.0580927842380365,3.349530397834588,9.407623182072625,3.349530397834588,51.802885753433294,True,False,True,0.5,0.35604427739171435,0.35604427739171435
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_JOINT_R23,11.52188423786746,17.578003612072624,-6.0561193742051636,3.351503807867461,9.407623182072625,3.351503807867461,51.82679206124712,True,False,True,0.5,0.35625404451298187,0.35625404451298187
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_FREE_R23,11.536387310829872,17.578003612072624,-6.041616301242753,3.3660068808298718,9.407623182072625,3.3660068808298718,52.0022464044281,True,False,True,0.5,0.3577956743892771,0.3577956743892771
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_ENET_R23,11.507063502617834,17.578003612072624,-6.07094010945479,3.3366830726178343,9.407623182072625,3.3366830726178343,51.64706012328332,True,False,True,0.5,0.35467864816017414,0.35467864816017414
cutoff,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,GAP_HALF_R23,11.514708826812893,17.578003612072624,-6.063294785259732,3.3443283968128927,9.407623182072625,3.3443283968128927,51.7398302829124,True,False,True,0.5,0.3554913214621435,0.3554913214621435
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.239183819807941,15.699043922150208,-4.459860102342267,4.611719009807941,9.071579112150207,4.61171900980794,62.40319545553557,True,False,True,0.5,0.5083700371009431,0.508370037100943
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,8.87911240826681,15.699043922150208,-6.8199315138833985,2.2516475982668096,9.071579112150207,2.2516475982668087,35.78208173394003,True,False,True,0.5,0.24820900203042034,0.24820900203042026
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,11.852632817135264,15.699043922150208,-3.846411105014944,5.225168007135264,9.071579112150207,5.225168007135263,67.49866919921766,True,False,True,0.5,0.5759932138095811,0.575993213809581
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,CORE_FEEDBACK_R21,11.655090337715748,15.699043922150208,-4.04395358443446,5.027625527715748,9.071579112150207,5.027625527715747,65.93998699493962,True,False,True,0.5,0.5542172388687978,0.5542172388687977
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_CALIBRATION_R23,11.342396694704163,15.699043922150208,-4.356647227446045,4.714931884704163,9.071579112150207,4.714931884704162,63.31317252358663,True,False,True,0.5,0.5197476455217286,0.5197476455217285
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_DOMESTIC_R23,11.259222866024073,15.699043922150208,-4.439821056126135,4.631758056024073,9.071579112150207,4.631758056024072,62.581536577578945,True,False,True,0.5,0.51057902915937,0.5105790291593699
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_IMPORTED_R23,11.259978447528107,15.699043922150208,-4.439065474622101,4.632513637528107,9.071579112150207,4.632513637528106,62.588245300018,True,False,True,0.5,0.510662320226415,0.510662320226415
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_JOINT_R23,11.261459180906867,15.699043922150208,-4.437584741243342,4.6339943709068665,9.071579112150207,4.633994370906866,62.60138925228421,True,False,True,0.5,0.5108255479688459,0.5108255479688458
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_FREE_R23,11.2722885268317,15.699043922150208,-4.426755395318509,4.6448237168316995,9.071579112150207,4.644823716831699,62.69738425801842,True,False,True,0.5,0.5120193143231876,0.5120193143231875
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_ENET_R23,11.246132940912394,15.699043922150208,-4.452910981237814,4.618668130912394,9.071579112150207,4.618668130912393,62.46513138117163,True,False,True,0.5,0.5091360692347693,0.5091360692347692
cutoff,2022-02-10,2022-01-21,2022Q4,4,2021-12,2022-01-11 22:59:00+00:00,GAP_HALF_R23,11.250320892346226,15.699043922150208,-4.448723029803983,4.6228560823462255,9.071579112150207,4.622856082346225,62.50241099209161,True,False,True,0.5,0.5095977255111525,0.5095977255111523
report,2022-05-12,2022-04-22,2022Q2,1,2022-04,2022-05-09 21:59:00+00:00,STATE_FAST_R15,13.440064793966107,15.77230851609123,-2.332243722125124,-1.0965916748329931,1.235652047292131,-1.0965916748329931,-3.912524797414819,False,True,False,0.5,-0.8874599263086387,-0.8874599263086387
report,2022-05-12,2022-04-22,2022Q2,1,2022-04,2022-05-09 21:59:00+00:00,STABLE_LOCAL_CORE_R14B,13.406004973826269,15.77230851609123,-2.366303542264962,-1.130651494972831,1.235652047292131,-1.130651494972831,-4.072556472158473,False,True,False,0.5,-0.9150241748480865,-0.9150241748480865
report,2022-05-12,2022-04-22,2022Q2,1,2022-04,2022-05-09 21:59:00+00:00,DAMPED_P95_Q001_R16,13.479570183323666,15.77230851609123,-2.2927383327675646,-1.0570862854754335,1.235652047292131,-1.0570862854754335,-3.729813080564557,False,True,False,0.5,-0.8554886367824863,-0.8554886367824863
report,2022-05-12,2022-04-22,2022Q2,1,2022-04,2022-05-09 21:59:00+00:00,CORE_FEEDBACK_R21,13.488990112473184,15.77230851609123,-2.283318403618047,-1.0476663563259159,1.235652047292131,-1.0476663563259159,-3.6867069503236314,False,True,False,0.5,-0.8478651887655781,-0.8478651887655781
