origin,model,band,target,predicted_sa_annualized,actual_sa_annualized
2019-02,CORE_FEEDBACK_R21,1,2019-05,3.698747663170841,1.362999937586649
2019-02,CORE_FEEDBACK_R21,2,2019-08,3.611330010840951,4.845287260371656
2019-02,CORE_FEEDBACK_R21,3,2019-11,3.5665721728480495,0.9977971120537532
2019-02,CORE_FEEDBACK_R21,4,2020-02,3.543656159795683,5.52170549349239
2019-02,DAMPED_P95_Q001_R16,1,2019-05,3.673850610050466,1.362999937586649
2019-02,DAMPED_P95_Q001_R16,2,2019-08,3.6962434160775652,4.845287260371656
2019-02,DAMPED_P95_Q001_R16,3,2019-11,3.7460352597468285,0.9977971120537532
2019-02,DAMPED_P95_Q001_R16,4,2020-02,3.804389061252874,5.52170549349239
2019-02,PRESS_DOMESTIC_R23B,1,2019-05,3.6987476631708383,1.362999937586649
2019-02,PRESS_DOMESTIC_R23B,2,2019-08,3.846400411162495,4.845287260371656
2019-02,PRESS_DOMESTIC_R23B,3,2019-11,3.5665721728480486,0.9977971120537532
2019-02,PRESS_DOMESTIC_R23B,4,2020-02,3.543656159795683,5.52170549349239
2019-02,PRESS_JOINT_R23B,1,2019-05,3.69874766317084,1.362999937586649
2019-02,PRESS_JOINT_R23B,2,2019-08,4.036476707610071,4.845287260371656
2019-02,PRESS_JOINT_R23B,3,2019-11,3.5665721728480486,0.9977971120537532
2019-02,PRESS_JOINT_R23B,4,2020-02,3.543656159795682,5.52170549349239
2019-02,PRESS_LEVELS_R23B,1,2019-05,3.698747663170839,1.362999937586649
2019-02,PRESS_LEVELS_R23B,2,2019-08,3.888524172147708,4.845287260371656
2019-02,PRESS_LEVELS_R23B,3,2019-11,3.5665721728480486,0.9977971120537532
2019-02,PRESS_LEVELS_R23B,4,2020-02,3.543656159795683,5.52170549349239
2019-02,PRESS_MOMENTUM_R23B,1,2019-05,3.698747663170839,1.362999937586649
2019-02,PRESS_MOMENTUM_R23B,2,2019-08,3.578330960542198,4.845287260371656
2019-02,PRESS_MOMENTUM_R23B,3,2019-11,3.5665721728480486,0.9977971120537532
2019-02,PRESS_MOMENTUM_R23B,4,2020-02,3.543656159795682,5.52170549349239
2019-02,PRESS_SIGNED_R23B,1,2019-05,3.6987476631708383,1.362999937586649
